D000067088	Direct-to-Consumer Advertising	Advertising, Direct-to-Consumer|Direct to Consumer Advertising|Direct-to-Consumer Marketing|Direct to Consumer Marketing|Marketing, Direct-to-Consumer
D000067108	Direct-To-Consumer Screening and Testing	Direct To Consumer Screening and Testing|Direct-To-Consumer Screening|Direct To Consumer Screening|Direct-To-Consumer Screenings|Screening, Direct-To-Consumer|Screenings, Direct-To-Consumer|Direct-To-Consumer Testing|Direct To Consumer Testing|Direct-To-Consumer Testings|Testing, Direct-To-Consumer|Testings, Direct-To-Consumer
D000067128	Extracellular Vesicles	Extracellular Vesicle|Vesicle, Extracellular|Vesicles, Extracellular
D000067148	Fungal Viruses	Fungal Virus|Virus, Fungal|Viruses, Fungal|Mycoviruses|Mycovirus
D000067170	Telocytes	Telocyte|Interstitial Cell of Cajal-Like Cells|Interstitial Cell of Cajal Like Cells|Interstitial Cajal-Like Cells|Cajal-Like Cells, Interstitial|Cells, Interstitial Cajal-Like|Interstitial Cajal Like Cells
D000067190	Exoskeleton Device	Device, Exoskeleton|Devices, Exoskeleton|Exoskeleton Devices
D000067208	Shellfish Hypersensitivity	Hypersensitivities, Shellfish|Hypersensitivity, Shellfish|Shellfish Hypersensitivities|Shellfish Allergy|Allergies, Shellfish|Allergy, Shellfish|Shellfish Allergies
D000067248	Failure to Rescue, Health Care	Health Care, Failure to Rescue|Health Care, Failures to Rescue|Failure to Rescue (Health Care)|Failure to Rescues (Health Care)|Rescue, Failure to (Health Care)|Rescues, Failure to (Health Care)
D000067250	Psychiatric Rehabilitation	Rehabilitation, Psychiatric|Mental Health Rehabilitation|Health Rehabilitation, Mental|Rehabilitation, Mental Health|Psychosocial Rehabilitation|Rehabilitation, Psychosocial
D000067251	Symptom Flare Up	Flare Up, Symptom|Flare Ups, Symptom|Symptom Flare Ups|Symptom Flaring Up|Flaring Up, Symptom|Flaring Ups, Symptom|Symptom Flaring Ups|Acute Symptom Flare|Acute Symptom Flares|Flare, Acute Symptom|Flares, Acute Symptom|Symptom Flare, Acute|Symptom Flares, Acute|Symptom Flareup|Flareup, Symptom|Flareups, Symptom|Symptom Flareups|Symptom Flare-up|Flare-up, Symptom|Flare-ups, Symptom|Symptom Flare-ups
D000067268	Isolated Heart Preparation	Isolated Heart Preparations|Preparation, Isolated Heart|Preparations, Isolated Heart|Isolated Perfused Heart Model
D000067269	Diet, Vegan	Diets, Vegan|Vegan Diets|Vegan Diet
D000067289	Behavior Observation Techniques	Behavior Observation Technique|Observation Technique, Behavior|Observation Techniques, Behavior|Behavioral Observation Techniques|Behavioral Observation Technique|Observation Technique, Behavioral|Observation Techniques, Behavioral|Behavior Observation|Behavior Observations|Observation, Behavior|Observations, Behavior|Behavioral Observation|Behavioral Observations|Observation, Behavioral|Observations, Behavioral
D000067290	Behavior Rating Scale	Behavior Rating Scales|Rating Scale, Behavior|Rating Scales, Behavior|Behavioral Rating Scale|Behavioral Rating Scales|Rating Scale, Behavioral|Rating Scales, Behavioral|Scale, Behavioral Rating
D000067292	Alcohol Drinking in College	College Student Drinking|Student Drinking, College|Alcohol Drinking, College Students|College Drinking|Drinking, College|University Student Drinking|Student Drinking, University
D000067329	Obesity, Metabolically Benign	Benign Obesity, Metabolically|Metabolically Healthy Obesity|Healthy Obesity, Metabolically|Obesity, Metabolically Healthy|Metabolically Benign Obesity
D000067348	Whole Grains	Grain, Whole|Grains, Whole|Whole Grain
D000067368	Transanal Endoscopic Surgery	Endoscopic Surgeries, Transanal|Endoscopic Surgery, Transanal|Surgeries, Transanal Endoscopic|Surgery, Transanal Endoscopic|Transanal Endoscopic Surgeries|Transanal Endoscopic Surgical Procedures
D000067369	Transanal Endoscopic Microsurgery	Endoscopic Microsurgeries, Transanal|Endoscopic Microsurgery, Transanal|Microsurgeries, Transanal Endoscopic|Microsurgery, Transanal Endoscopic|Transanal Endoscopic Microsurgeries
D000067390	Cold Injury	Cold Injuries|Injuries, Cold|Injury, Cold
D000067393	Personal Protective Equipment	Equipment, Personal Protective|Protective Equipment, Personal
D000067397	Nerve Agents	Agents, Nerve
D000067398	War-Related Injuries	Injuries, War-Related|Injury, War-Related|War Related Injuries|War-Related Injury
D000067399	Abnormal Involuntary Movement Scale	
D000067401	Blood Alcohol Content	Alcohol Content, Blood|Content, Blood Alcohol|Blood Alcohol Concentration|Alcohol Concentration, Blood|Concentration, Blood Alcohol|Blood Alcohol Level|Alcohol Level, Blood|Level, Blood Alcohol
D000067404	Social Communication Disorder	Communication Disorder, Social|Communication Disorders, Social|Social Communication Disorders|Pragmatic Communication Disorder|Communication Disorder, Pragmatic|Communication Disorders, Pragmatic|Disorders, Pragmatic Communication|Pragmatic Communication Disorders
D000067408	Legal Services	Legal Service|Service, Legal|Services, Legal
D000067448	Defamation	Defamations|Vilification|Vilifications|Calumny|Calumnies
D000067449	Anger Management Therapy	Therapy, Anger Management|Anger Management Training|Management Training, Anger|Training, Anger Management|Anger Management|Management, Anger
D000067450	Psychology, Sports	Sport Psychology|Psychology, Sport|Sports Psychology
D000067453	War Exposure	Exposure, War|Exposures, War|War Exposures
D000067454	Childhood-Onset Fluency Disorder	Childhood Onset Fluency Disorder|Childhood-Onset Fluency Disorders|Disorder, Childhood-Onset Fluency|Disorders, Childhood-Onset Fluency|Fluency Disorder, Childhood-Onset|Fluency Disorders, Childhood-Onset
D000067455	No-Show Patients	No Show Patients|No-Show Patient|Patient, No-Show|Patients, No-Show|Patient Non-Attendance|Non-Attendance, Patient|Patient Non Attendance|Patient No-Show|No-Show, Patient|No-Shows, Patient|Patient No Show
D000067470	Cellular Reprogramming Techniques	Cellular Reprogramming Technique|Reprogramming Technique, Cellular|Reprogramming Techniques, Cellular|Technique, Cellular Reprogramming|Techniques, Cellular Reprogramming|Cell Programming Techniques|Cell Programming Technique|Programming Technique, Cell|Programming Techniques, Cell|Technique, Cell Programming|Techniques, Cell Programming|Cell Reprogramming Techniques|Cell Reprogramming Technique|Reprogramming Technique, Cell|Reprogramming Techniques, Cell|Technique, Cell Reprogramming|Techniques, Cell Reprogramming
D000067489	Metacognition	Meta-cognition|Meta cognition
D000067490	Prescription Drug Overuse	Drug Overuse, Prescription|Drug Overuses, Prescription|Overuse, Prescription Drug|Overuses, Prescription Drug|Prescription Drug Overuses|Medication Overutilization|Medication Overutilizations|Overutilization, Medication|Overutilizations, Medication|Medication Overuse|Medication Overuses|Overuse, Medication|Overuses, Medication|Prescription Drug Overutilization|Drug Overutilization, Prescription|Drug Overutilizations, Prescription|Overutilization, Prescription Drug|Overutilizations, Prescription Drug|Prescription Drug Overutilizations
D000067491	Near Miss, Healthcare	Healthcare Near Miss|Healthcare Near Misses|Near Misses, Healthcare|Close Call, Healthcare|Close Calls, Healthcare|Healthcare Close Call|Healthcare Close Calls
D000067492	RNAi Therapeutics	RNAi-Based Therapeutics|RNAi-Based Therapy|RNAi Based Therapy|RNAi-Based Therapies|Therapies, RNAi-Based|Therapy, RNAi-Based|RNAi Therapy|RNAi Therapies|Therapies, RNAi|Therapy, RNAi
D000067493	Dynamic Light Scattering	Light Scattering, Dynamic|Scattering, Dynamic Light
D000067494	Time Out, Healthcare	Healthcare Time Out|Healthcare Time Outs|Time Outs, Healthcare|Timeout, Healthcare|Healthcare Timeout|Healthcare Timeouts|Timeouts, Healthcare
D000067495	Healthcare Failure Mode and Effect Analysis	HFMEA|Failure Mode and Effect Analysis, Healthcare
D000067496	Spirit Possession	Possession, Spirit|Possessions, Spirit|Spirit Possessions|Demonic Possession|Demonic Possessions|Possession, Demonic|Possessions, Demonic|Demon Possession|Demon Possessions|Possession, Demon|Possessions, Demon
D000067498	Crew Resource Management, Healthcare	Healthcare Crisis Resource Management|Crisis Resource Management, Healthcare|Healthcare Crew Resource Management|Healthcare CRM|CRM, Healthcare|CRMs, Healthcare|Healthcare CRMs
D000067508	Computer Heuristics	Computer Heuristic|Heuristic, Computer|Heuristics, Computer
D000067528	Ataxins	Spinocerebellar Ataxia Proteins|Ataxia Proteins, Spinocerebellar|Proteins, Spinocerebellar Ataxia|Ataxin Proteins|Proteins, Ataxin
D000067531	Alarmins	Damage-Associated Molecular Pattern Molecules|Damage Associated Molecular Pattern Molecules|Danger-Associated Molecular Pattern Molecules|Danger Associated Molecular Pattern Molecules|Alarmin Proteins|Alarmin
D000067548	Dermal Fillers	Fillers, Dermal|Skin Filler|Filler, Skin|Skin Fillers|Fillers, Skin|Dermal Filler|Filler, Dermal
D000067549	Action Spectrum	Spectrum, Action
D000067551	Diplomacy	
D000067552	Mutation Accumulation	Accumulation, Mutation|Accumulations, Mutation|Mutation Accumulations
D000067556	Internal Ribosome Entry Sites	Internal Ribosome Entry Site
D000067558	Biological Mimicry	Mimicry, Biological|Crypses|Aposematism|Aposematisms|Batesian Mimicry|Batesian Mimicries|Mimicries, Batesian|Mimicry, Batesian|Mullerian Mimicry|Mimicries, Mullerian|Mimicry, Mullerian|Mullerian Mimicries
D000067559	Specific Learning Disorder	Disorder, Specific Learning|Learning Disorder, Specific|Learning Disorders, Specific|Specific Learning Disorders
D000067561	Potentially Inappropriate Medication List	PIM List|PIM Lists|Potentially Inappropriate Medications|Inappropriate Medication, Potentially|Inappropriate Medications, Potentially|Medication, Potentially Inappropriate|Medications, Potentially Inappropriate|Potentially Inappropriate Medication
D000067562	Late Onset Disorders	Disorder, Late Onset|Disorders, Late Onset|Late Onset Disorder|Onset Disorder, Late|Onset Disorders, Late|Later Onset Disorders|Disorder, Later Onset|Disorders, Later Onset|Later Onset Disorder|Onset Disorder, Later|Onset Disorders, Later|Late-Onset Disorders|Disorder, Late-Onset|Disorders, Late-Onset|Late-Onset Disorder|Late Onset Diseases|Disease, Late Onset|Diseases, Late Onset|Late Onset Disease|Onset Disease, Late|Onset Diseases, Late
D000067563	Phakopsora pachyrhizi	Phakopsora pachyrhizus|pachyrhizi, Phakopsora|pachyrhizus, Phakopsora|Asian Soybean Rust|Rust, Asian Soybean|Soybean Rust, Asian|Soybean Rusts, Asian
D000067565	Farmers	Farmer|Farm Workers|Farm Worker|Worker, Farm|Workers, Farm|Agricultural Workers|Agricultural Worker|Worker, Agricultural|Workers, Agricultural|Farmworkers|Farmworker
D000067568	Culturally Appropriate Technology	Appropriate Technologies, Culturally|Appropriate Technology, Culturally|Culturally Appropriate Technologies|Technologies, Culturally Appropriate|Technology, Culturally Appropriate
D000067570	Social Learning	Learning, Social
D000067571	Financial Statements	Financial Statement|Statement, Financial|Statements, Financial
D000067572	Miners	Miner|Mine Workers|Mine Worker|Worker, Mine|Workers, Mine|Mineworkers|Mineworker
D000067573	Chronopharmacokinetics	Chronopharmacokinetic
D000067575	Administrative Claims, Healthcare	Administrative Claim, Healthcare|Claim, Healthcare Administrative|Claims, Healthcare Administrative|Healthcare Administrative Claim|Healthcare Administrative Claims
D000067576	Child Health	Health, Child|Children's Health|Health, Children's|Childrens Health|Health, Childrens
D000067596	Interleukin-33	Interleukin 33|IL33|IL-33
D000067616	S100A12 Protein	Protein, S100A12|S100 A12 Protein|A12 Protein, S100|Protein, S100 A12|MRP-6 Protein|MRP 6 Protein|Protein, MRP-6|Calgranulin C Protein|C Protein, Calgranulin|Protein, Calgranulin C|EN-RAGE Protein|EN RAGE Protein|Protein, EN-RAGE|ENRAGE Protein|Protein, ENRAGE|S100A12|CAAF1 Protein|Protein, CAAF1
D000067617	Telopodes	Telopode
D000067636	Drosophila simulans	simulans, Drosophila|D. simulans
D000067656	Optimism	
D000067657	Pessimism	Negative Thinking|Thinking, Negative
D000067696	Ataxin-1	Ataxin 1|SCA1 Protein|Protein, SCA1|Atxn-1 Protein|Atxn 1 Protein|Protein, Atxn-1|Atxn1 Protein|Protein, Atxn1|Spinocerebellar Ataxia Type 1 Protein|Ataxin-1 Protein|Ataxin 1 Protein|Protein, Ataxin-1
D000067697	Adolescent Health	Health, Adolescent|Teen Health|Health, Teen
D000067698	Ataxin-2	Ataxin 2|Ataxin-2 Protein|Ataxin 2 Protein|Protein, Ataxin-2|Spinocerebellar Ataxia Type 2 Protein|ATXN2 Protein|Protein, ATXN2|Atx-2 Protein|Atx 2 Protein|Protein, Atx-2|SCA2 Protein|Protein, SCA2
D000067699	Ataxin-3	Ataxin 3|SCA3 Protein|Ataxin-3 Protein|Ataxin 3 Protein|Machado-Joseph Disease Protein|Machado Joseph Disease Protein|Spinocerebellar Ataxia 3 Protein|ATXN3 Protein
D000067716	Point-of-Care Testing	Point-of-Care Testings|Testing, Point-of-Care|Testings, Point-of-Care|Point of Care Testing
D000067719	Ataxin-7	Ataxin 7|SCA7 Protein|Protein, SCA7|Atxn-7 Protein|Atxn 7 Protein|Protein, Atxn-7|Spinocerebellar Ataxia 7 Protein|ATXN7 Protein|Protein, ATXN7
D000067736	Ataxin-10	Ataxin 10|Atxn-10 Protein|Atxn 10 Protein|Protein, Atxn-10|Spinocerebellar Ataxia 10 Protein|ATXN10 Protein|Protein, ATXN10|SCA10 Protein|Protein, SCA10
D000067756	Glucagon-Like Peptide Receptors	Glucagon Like Peptide Receptors|Peptide Receptors, Glucagon-Like|Receptors, Glucagon-Like Peptide|Glucagon-Like Receptors|Glucagon Like Receptors|Receptors, Glucagon-Like|GLPR Proteins|Proteins, GLPR
D000067757	Glucagon-Like Peptide-1 Receptor	Glucagon Like Peptide 1 Receptor|Peptide-1 Receptor, Glucagon-Like|Receptor, Glucagon-Like Peptide-1|GLP-1R Receptor|GLP 1R Receptor|Receptor, GLP-1R|GLP1R Protein|Protein, GLP1R|GLP-1 Receptor|GLP 1 Receptor|Receptor, GLP-1|GLP1R Receptor|Receptor, GLP1R
