eidos	UN/events/weather/precipitation	BBN	/event/weather/precipitation
eidos	UN/events/weather/temperature	BBN	/entity/temperature
eidos	UN/events/human/agriculture/food_production	BBN	/event/economic activity/production/agriculture production/crop production
eidos	UN/events/human/agriculture/farming	BBN	/event/economic activity/production/agriculture production
eidos	UN/events/human/agriculture/farming	BBN	/event/economic activity/production/agriculture production/fertilization
eidos	UN/events/human/agriculture	BBN	/event/economic activity/production/agriculture production/livestock production
eidos	UN/events/human/conflict	BBN	/event/conflict
eidos	UN/events/human/conflict	BBN	/event/conflict/attack
eidos	UN/events/human/conflict	BBN	/event/conflict/attack/psychological attack
eidos	UN/events/human/conflict	BBN	/event/conflict/collision
eidos	UN/events/human/conflict	BBN	/event/conflict/demostrate
eidos	UN/events/human/conflict	BBN	/event/conflict/hostility
eidos	UN/events/human/conflict	BBN	/event/conflict/repression
eidos	UN/events/human/conflict	BBN	/event/conflict/sabotage
eidos	UN/events/human/conflict	BBN	/event/conflict/strike
eidos	UN/events/human/conflict	BBN	/event/conflict/terrorism
eidos	UN/events/human/conflict	BBN	/event/conflict/war
eidos	UN/events/human/conflict	BBN	/event/offense/crime
eidos	UN/events/human/human_migration	BBN	/event/movement/human displacement
eidos	UN/events/human/famine	BBN	/event/healthcare/famine
eidos	UN/events/human/death	BBN	/event/death
eidos	UN/entities/food_availability	BBN	/entity/agriculture/food
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/city
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/continent
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/country
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/nation
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/town
eidos	UN/entities/GPE	BBN	/entity/location/geopolitical entities/village
eidos	UN/entities/natural	BBN	/entity/nature
eidos	UN/entities/natural/chemical	BBN	/entity/chemical substance
eidos	UN/entities/natural/chemical	BBN	/entity/chemical substance/drug
eidos	UN/entities/natural/natural_resources/abiotic_resources/land	BBN	/entity/nature/land
eidos	UN/entities/natural/natural_resources/abiotic_resources/land	BBN	/entity/nature/mountain
eidos	UN/entities/natural/natural_resources/abiotic_resources/land	BBN	/entity/location
eidos	UN/entities/natural/natural_resources/abiotic_resources/water	BBN	/entity/location/water body
eidos	UN/entities/natural/natural_resources/abiotic_resources/water	BBN	/entity/location/water body/lake
eidos	UN/entities/natural/natural_resources/abiotic_resources/water	BBN	/entity/location/water body/sea
eidos	UN/entities/natural/soil	BBN	/entity/nature/soil
eidos	UN/entities/natural/soil/soil_contents	BBN	/entity/nature/soil/soil contents
eidos	UN/entities/natural/watershed	BBN	/entity/location/water body/river
eidos	UN/entities/natural/crop_technology/fertilizer	BBN	/entity/chemical substance/fertilizer
eidos	UN/entities/natural/crop_technology/irrigation	BBN	/event/economic activity/production/agriculture production/irrigation
eidos	UN/entities/natural/crop	BBN	/entity/agriculture/food/crop
eidos	UN/entities/natural/livestock	BBN	/entity/organism/animal
eidos	UN/entities/natural/pest	BBN	/entity/organism/pest
eidos	UN/entities/human/health/disease	BBN	/entity/disease/human disease
eidos	UN/entities/human/health/disease	BBN	/event/healthcare/human disease
eidos	UN/entities/human/infrastructure/transportation/transportation_methods	BBN	/entity/artificial physical objects/vehicle
eidos	UN/entities/human/infrastructure/transportation/road	BBN	/entity/artificial physical objects/road
eidos	UN/entities/human/infrastructure/building	BBN	/entity/artificial physical objects/facility
eidos	UN/entities/human/livelihood	BBN	/event/employment
eidos	UN/entities/human/education	BBN	/entity/organization/educational
eidos	UN/entities/human/financial/economic/export	BBN	/event/economic activity/cross border trade/export
eidos	UN/entities/human/financial/economic/import	BBN	/event/economic activity/cross border trade/import
eidos	UN/entities/human/financial/economic/currency	BBN	/entity/currency
eidos	UN/entities/human/financial/economic/currency	BBN	/entity/money
eidos	UN/entities/human/financial/economic/market	BBN	/event/economic activity/market
eidos	UN/entities/human/financial/economic/market	BBN	/entity/economics/financial/price
eidos	UN/entities/human/financial/economic/market	BBN	/event/economic activity/market/price
eidos	UN/entities/human/financial/economic/market	BBN	/event/economic activity/market/price/oil price
eidos	UN/entities/human/financial/economic/market	BBN	/event/economic activity/market/transaction
eidos	UN/entities/human/financial/economic/market	BBN	/event/economic activity/market/transaction/oil transaction
eidos	UN/entities/human/financial/economic/economy	BBN	/entity/economics/financial
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/business
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/competition
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/consumption
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/consumption/food consumption
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/cross border trade
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/demand
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/development
eidos	UN/entities/human/financial/economic/economy	BBN	/event/economic activity/production
eidos	UN/entities/human/financial/economic/inflation	BBN	/event/economic activity/market/inflation
eidos	UN/entities/human/financial/economic/depreciation	BBN	/event/economic activity/market/currency devaluation
eidos	UN/entities/human/financial/economic/fuel	BBN	/event/economic activity/production/oil production
eidos	UN/entities/human/financial/economic/assets	BBN	/entity/economics/commodity
eidos	UN/entities/human/financial/economic/poverty	BBN	/event/condition/poverty
eidos	UN/entities/human/government/government_actions/regulation	BBN	/entity/rule
eidos	UN/entities/human/government/government_actions/organization	BBN	/entity/organization
eidos	UN/entities/human/government/government_actions/organization	BBN	/entity/organization/corporation
eidos	UN/entities/human/government/government_actions/organization	BBN	/entity/organization/educational/university
eidos	UN/entities/human/government/government_actions/organization	BBN	/entity/organization/military organizations
eidos	UN/entities/human/population	BBN	/entity/person/group/community
eidos	UN/entities/human/population	BBN	/entity/person
eidos	UN/entities/human/population	BBN	/entity/person/group
eidos	UN/entities/human/population	BBN	/entity/person/group/tribe
eidos	UN/entities/human/population	BBN	/entity/person/individual
eidos	UN/entities/human/food/food_price	BBN	/event/economic activity/market/price/food price
eidos	UN/entities/human/food/food_insecurity	BBN	/event/access/shortage/food shortage
eidos	UN/temporal	BBN	/entity/temporal
eidos	UN/temporal/seasons/	BBN	/entity/temporal/seasons/annual
eidos	UN/temporal/seasons/season	BBN	/entity/temporal/seasons
eidos	UN/temporal/seasons/crop_season	BBN	/entity/temporal/seasons/crop season
eidos	UN/temporal/month	BBN	/entity/temporal/months
