efo_id	name
0001037	leaf vascular tissue
0001039	seedhead
0001045	apoplasm
0001046	nectar
0001047	sap
0001048	bulb
0001054	leprosy
0001055	borderline leprosy
0001056	tuberculoid leprosy
0001057	lepromatous leprosy
0001058	sensory system disease
0001059	cataract
0001060	celiac disease
0001061	cervical carcinoma
0001062	cytomegalovirus infection
0001063	deafness
0001064	Down syndrome
0001065	endometriosis
0001066	experimental autoimmune encephalomyelitis
0001067	parasitic infection
0001068	malaria
0001069	nutritional disorder
0001070	folate deficiency
0001071	lung carcinoma
0001072	memory impairment
0001073	obesity
0001074	morbid obesity
0001075	ovarian carcinoma
0001076	Pseudomonas infection
0001077	Pseudomonas aeruginosa CF5 infection
0001078	Pseudomonas aeruginosa PA14 infection
0001080	267B1
0001081	267B1 Ki-ras
0001082	293T
0001083	293TsiLL
0001084	3T3-L1
0001085	600MPE
0001086	A549
0001087	AU565
0001089	BEAS-2B
0001090	BJABK3
0001091	BL41K3
0001092	BT20
0001093	BT474
0001095	BT483
0001096	BT549
0001098	C2C12
0001099	Caco-2
0001100	CAMA1
0001101	CC531
0001102	CFT-2
0001103	CSBwt-rescued fibroblasts
0001107	GM06985
0001108	GM06993
0001109	GM06994
0001110	GM07000
0001111	GM07022
0001112	GM07034
0001113	GM07055
0001114	GM07056
0001115	GM07345
0001116	GM07357
0001117	GM11829
0001118	GM11830
0001119	GM11831
0001120	GM11832
0001121	GM11839
0001122	GM11881
0001123	GM11882
0001124	GM11992
0001125	GM11993
0001126	GM11994
0001127	GM11995
0001128	GM12003
0001129	GM12004
0001130	GM12005
0001131	GM12006
0001132	GM12043
0001133	GM12044
0001134	GM12056
0001135	GM12057
0001136	GM12144
0001137	GM12145
0001138	GM12146
0001139	GM12154
0001140	GM12155
0001141	GM12156
0001142	GM12234
0001143	GM12236
0001144	GM12239
0001145	GM12248
0001146	GM12249
0001147	GM12716
0001148	GM12717
0001149	GM12750
0001150	GM12751
0001151	GM12760
0001152	GM12761
0001153	GM12762
0001154	GM12763
0001155	GM12812
0001156	GM12813
0001157	GM12814
0001158	GM12815
0001159	GM12872
0001160	GM12873
0001161	GM12874
0001162	GM12875
0001166	H720
0001167	HBL100
0001168	HCC1007
0001169	HCC1143
0001170	HCC1187
0001171	HCC1428
0001172	HCC1500
0001173	HCC1569
0001174	HCC1937
0001175	HCC1954
0001176	HCC202
0001177	HCC2157
0001178	HCC2185
0001179	HCC3153
0001180	HCC38
0001181	HCC70
0001182	HEK293
0001183	HEK-293H
0001184	HEK293T
0001185	HeLa
0001186	HepaRG
0001187	HepG2
0001188	HMEC
0001189	HMEC S1
0001190	HMEC184
0001191	HMT3522S1
0001192	HS578T
0001193	HT-29
0001194	IB3-1
0001195	IMR-32
0001196	IMR-90
0001197	Kin-S49
0001198	L3055
0001199	LY2
0001200	MCF 10A
0001202	MCF12A
0001203	MCF-7
0001205	MDAMB134VI
0001206	MDAMB157
0001208	MDAMB175VII
0001209	MDAMB231
0001211	MDAMB361
0001212	MDAMB415
0001213	MDAMB435
0001214	MDAMB436
0001215	MDAMB453
0001216	MDAMB468
0001218	Met5A
0001219	MM1
0001220	MOLT-4
0001221	NCI-H929
0001222	NIH3T3
0001223	NIH3T3-L1
0001224	PAC2
0001225	PC12
0001226	R18
0001227	R28
0001228	R43
0001229	R46
0001230	R8
0001231	RAW264.7
0001232	RKO
0001233	S2
0001234	S49
0001236	SKBR3
0001237	SKGT4
0001239	SUM1315MO2
0001240	SUM149PT
0001241	SUM159PT
0001242	SUM185PE
0001243	SUM190PT
0001244	SUM225CWN
0001245	SUM44PE
0001246	SUM52PE
0001247	T47D
0001249	TERV
0001250	TERV-AntiSenseB56
0001251	TERV-ST
0001252	TERV-ST110
0001253	THP-1
0001254	U266
0001255	U373
0001257	U937
0001258	UACC812
0001259	UBOC1
0001260	WI38
0001261	ZF4
0001262	ZR751
0001263	ZR7530
0001264	ZR75B
0001268	mating type
0001269	mating type h minus
0001270	mating type alpha
0001271	mixed sex population
0001272	adult
0001273	blastula 128-cell
0001274	blastula 1k-cell
0001275	mating type a
0001276	blastula 256-cell
0001277	blastula 30%-epiboly
0001278	blastula 512-cell
0001279	blastula dome
0001280	blastula high
0001281	blastula oblong
0001283	blastula sphere
0001284	cleavage 16-cell
0001285	cleavage 2-cell
0001286	cleavage 32-cell
0001287	cleavage 4-cell
0001288	cleavage 64-cell
0001289	cleavage 8-cell
0001291	gastrula 50%-epiboly
0001292	gastrula 75%-epiboly
0001293	gastrula 90%-epiboly
0001294	gastrula bud
0001295	gastrula germ-ring
0001297	gastrula shield
0001298	hatching stage
0001299	hatching pec-fin
0001301	juvenile days 30-44
0001302	juvenile days 45-89
0001304	larval day 4
0001305	larval day 5
0001306	larval day 6
0001307	larval day 14-20
0001308	larval day 21-29
0001309	larval day 7-13
0001311	pharyngula high-pec
0001312	pharyngula prim-15
0001313	pharyngula prim-25
0001314	pharyngula prim-5
0001315	segmentation stage
0001316	segmentation 1-4 somites
0001317	segmentation 5-9 somites
0001318	segmentation 10-13 somites
0001319	segmentation 14-19 somites
0001320	segmentation 20-25 somites
0001321	segmentation 26+ somites
0001322	fertilized egg stage
0001325	Canton S
0001326	SALK_049497
0001327	A/J
0001328	B6.Cg-Tg(SOD1-G93A)1Gur/J
0001329	C3H/HeJ
0001331	129P1/ReJ
0001332	129S1/SvImJ
0001336	CBA/CaJ
0001337	BDC2.5/NOD
0001338	TBP-71Q-16
0001339	CB6F1
0001340	B6C3F1
0001341	TBP-105Q
0001342	Wistar
0001343	Wistar-Furth
0001344	Copenhagen
0001345	Wistar-Kyoto
0001346	Syracuse High Avoidance
0001347	Syracuse Low Avoidance
0001348	Okamoto-Aoki
0001349	Dahl salt-resistant
0001350	Dahl salt-sensitive
0001351	WKY
0001352	Sprague Dawley
0001353	Lewis
0001354	SALK_037727
0001355	infant
0001356	familial amyotrophic lateral sclerosis
0001357	sporadic amyotrophic lateral sclerosis
0001358	post-traumatic stress disorder
0001359	type I diabetes mellitus
0001360	type II diabetes mellitus
0001361	pulmonary arterial hypertension
0001365	age-related macular degeneration
0001369	vertebral column structure
0001372	neonate
0001376	synovial sarcoma
0001378	multiple myeloma
0001379	endocrine system disease
0001380	hypopituitarism
0001382	puberty
0001404	seminiferous tubules
0001408	cervical neck region
0001414	embryonic gonadal ridge
0001416	cervical adenocarcinoma
0001421	liver disease
0001422	cirrhosis of liver
0001423	encephalomyelitis
0001425	ischemic cardiomyopathy
0001426	study design
0001427	case control design
0001428	cross sectional design
0001429	family based design
0001430	population based design
0001431	twin design
0001444	measurement
0001451	instrument design
0001456	DNA assay
0001457	RNA assay
0001458	protein assay
0001460	uninfected
0001461	control
0001639	cancer cell line
0001640	B cell derived cell line
0001641	epithelial cell derived cell line
0001642	lymphoid neoplasm
0001643	kidney derived cell line
0001645	coronary heart disease
0001646	anatomical modifier
0001647	tissue modifier
0001648	geometric modifier
0001650	placode
0001651	precursor
0001653	apical
0001654	basal
0001655	distal
0001656	dorsal
0001657	lateral
0001658	left
0001659	right
0001660	medial
0001661	proximal
0001662	ventral
0001663	prostate carcinoma
0001666	aortic aneurysm
0001667	CEM/C1
0001668	human papilloma virus infection
0001669	influenza infection
0001674	placebo
0001675	simian immunodeficiency virus infection
0001695	size
0001696	area
0001702	temperature
0001703	derived mass unit
0001715	volume
0001721	femtometer
0001728	array manufacturer
0001729	biomaterial provider
0001730	biosequence provider
0001731	consortium member
0001732	consultant
0001733	curator
0001734	data analyst
0001735	data coder
0001736	funder
0001737	hardware manufacturer
0001738	institution
0001739	investigator
0001740	software manufacturer
0001741	submitter
0001742	publication status
0001743	cell component comparison design
0001744	cell cycle design
0001745	cell type comparison design
0001746	development or differentiation design
0001747	imprinting design
0001748	genotype design
0001749	innate behavior design
0001750	organism part comparison design
0001751	organism status design
0001752	sex design
0001753	species design
0001754	strain or line design
0001755	compound treatment design
0001756	disease state design
0001757	dose response design
0001758	genetic modification design
0001759	growth condition design
0001760	injury design
0001761	pathogenicity design
0001762	stimulus or stress design
0001763	all pairs
0001764	array platform variation design
0001765	dye swap design
0001767	hardware variation design
0001770	loop design
0001771	normalization testing design
0001772	operator variation design
0001773	optimization design
0001774	quality control testing design
0001775	reference design
0001776	replicate design
0001777	self vs self design
0001778	software variation design
0001779	time series design
0001780	clinical history design
0001783	RNA stability design
0001784	genotyping design
0001785	operon identification design
0001786	secreted protein identification design
0001787	translational bias design
0001794	submitted
0001795	in preparation
0001796	published
0001799	ethnic group
0001824	hormone role
0001899	drug role
0001901	aerial part
0001903	nervous system developmental tissue
0001907	dorsal skin
0001908	caudal
0001910	brain structure developmental tissue
0001941	blood component
0001948	shoot component
0001954	division of carotid artery
0001955	heart component
0001958	joint component
0001967	medial collateral ligament
0001983	leaf component
0001986	lung structure
0002009	fibroblast derived cell line
0002012	organization role
0002028	microarray wash station
0002029	software
0002032	Ara-C-resistant murine leukemia
0002033	Ara-C-sensitive parental cell line
0002034	G1E
0002035	murine neuroblastoma cholinergic cell line
0002037	4T1
0002038	66cl4
0002039	67NR
0002040	B117H
0002041	B117P
0002042	B140H
0002043	B140P
0002044	BC-1
0002045	BC-2
0002046	BC-3
0002047	BC-5
0002048	BCBL-1
0002049	BCKN-1
0002050	BeWo
0002051	D4 glioblastoma derived primary cell line
0002052	EcR-RKO/KLF4
0002053	F9 mouse embryonal carcinoma cell line
0002054	Fu97
0002055	G1E-ER4
0002056	HaCaT
0002057	HCC1008
0002059	HT1080
0002060	IBL4
0002061	ITM
0002062	ITM-E6E7
0002063	ITM-E6E7-ST
0002064	ITM-ST
0002065	ITV
0002066	JEG3
0002067	K562
0002068	Kc
0002069	KELLY
0002070	LbetaT2
0002071	LNCAP
0002072	MCF-7aro
0002073	mIMCD-3
0002074	PC-3
0002075	PEL-5
0002076	R1
0002077	Ramos
0002078	S1
0002079	SK-MEL-2
0002081	SN56.B5.G4
0002083	SW480
0002084	T84
0002085	T98G
0002086	TIVE
0002087	fibrosarcoma
0002090	technical replicate
0002091	biological replicate
0002092	dye swap replicate
0002094	1A2
0002095	22Rv1
0002096	5637
0002097	639V
0002098	647V
0002099	769P
0002100	A101D
0002101	A172
0002102	A204
0002103	A375
0002104	A427
0002105	A498
0002106	A673
0002107	A7
0002108	ACHN
0002109	AGS
0002110	AN3CA
0002111	ARH77
0002112	AsPC1
0002113	BDCM
0002115	BFTC905
0002116	BHT101
0002117	BM1604
0002118	BV173
0002119	C32TG
0002120	C33A
0002121	C3A
0002122	C4I
0002123	C4II
0002124	CA46
0002125	CAL54
0002126	CAL62
0002127	CCFSTTG1
0002128	CCRFCEM
0002130	CESS
0002131	CGTHW1
0002132	CHL1
0002133	CHP212
0002134	CMLT1
0002135	COLO201
0002136	COLO320DM
0002137	COLO320HSR
0002138	COLO668
0002139	COLO704
0002140	COLO829
0002141	CORL105
0002142	CORL23
0002143	CORL279
0002144	CORL88
0002145	CROAP2
0002146	CROAP5
0002147	CaHPV10
0002148	CaOv3
0002149	Caki1
0002150	Caki2
0002151	Calu1
0002152	Calu6
0002153	Capan1
0002154	Capan2
0002155	ChaGoK1
0002156	D283Med
0002157	D341Med
0002158	DB
0002159	DBTRG05MG
0002160	DG75
0002161	DKMG
0002162	DMS114
0002163	DMS153
0002164	DMS273
0002165	DMS53
0002166	DMS79
0002167	DOHH2
0002168	DU4475
0002169	Daudi
0002170	Detroit562
0002171	DoTc2
0002172	EB1
0002173	EB2
0002174	EB3
0002175	EFM19
0002176	EM2
0002177	ES2
0002178	FaDu
0002179	G401
0002180	G402
0002181	GA10
0002182	GCT
0002183	GDM1
0002184	H4
0002185	HCC1395
0002186	HCC1599
0002187	HCC2218
0002188	HCT15
0002189	HCT8
0002190	HDMYZ
0002191	HEC1A
0002192	HEC1B
0002193	HEL9217
0002194	HH
0002195	HMCB
0002196	HOS
0002197	HPAC
0002198	HPAFII
0002199	HSSultan
0002200	HT
0002202	HT1197
0002203	HT1376
0002204	HT3
0002205	Hep3B
0002207	HuNS1
0002208	HuPT4
0002209	HuT78
0002210	J82
0002211	JAR
0002212	JM1
0002213	JRT3T35
0002214	JVM3
0002215	Jiyoye
0002217	KATOIII
0002218	KG1
0002219	KHOS240S
0002220	KLE
0002221	KPL1
0002222	KU812
0002223	KYSE30
0002224	Kasumi2
0002225	L428
0002226	LS1034
0002227	LS174T
0002228	MC116
0002229	MCCAR
0002230	MCIXC
0002231	MEC1
0002232	MEG01
0002233	MESSA
0002234	MG63
0002235	MHHPREB1
0002236	MIA Paca-2
0002237	MJ
0002238	ML2
0002239	MOLT16
0002241	MT3
0002242	MV4II
0002243	Malme3M
0002244	NALM1
0002245	NALM6
0002246	NAMALWA
0002247	NC37
0002248	NCI-H1048
0002249	NCI-H1092
0002250	NCI-H1155
0002251	NCI-H1355
0002252	NCI-H1395
0002253	NCI-H1436
0002254	NCI-H1437
0002255	NCI-H1563
0002256	NCI-H1573
0002257	NCI-H1581
0002258	NCI-H1618
0002259	NCI-H1623
0002260	NCI-H1650
0002261	NCI-H1651
0002262	NCI-H1666
0002263	NCI-H1694
0002264	NCI-H1703
0002265	NCI-H1770
0002266	NCI-H1792
0002267	NCI-H1793
0002268	NCI-H1838
0002269	NCI-H187
0002270	NCI-H1930
0002271	NCI-H1975
0002272	NCI-H1993
0002273	NCI-H2009
0002274	NCI-H2030
0002275	NCI-H2052
0002276	NCI-H2081
0002277	NCI-H2087
0002278	NCI-H2107
0002279	NCI-H2122
0002280	NCI-H2126
0002281	NCI-H2170
0002282	NCI-H2171
0002283	NCI-H2195
0002284	NCI-H2228
0002285	NCI-H226
0002286	NCI-H23
0002287	NCI-H2347
0002288	NCI-H2405
0002289	NCI-H295R
0002291	NCI-H358
0002292	NCI-H441
0002293	NCI-H446
0002294	NCI-H508
0002295	NCI-H522
0002296	NCI-H524
0002297	NCI-H630
0002298	NCI-H650
0002299	NCI-H661
0002300	NCI-H69
0002301	NCI-H716
0002302	NCI-H720
0002303	NCI-H747
0002304	NCI-H748
0002305	NCI-H810
0002306	NCI-H82
0002307	NCI-H838
0002308	OE19
0002309	OE21
0002310	OE33
0002311	OV90
0002312	P3HR1
0002313	PLB985
0002314	RCHACV
0002315	RD
0002316	RDES
0002317	REC1
0002318	RKOE6
0002319	RL
0002320	RL952
0002321	RPMI6666
0002322	RPMI8226
0002323	RWPE1
0002324	Raji
0002325	SCaBER
0002326	SEM
0002327	SH4
0002328	SHP77
0002329	SJRH30
0002330	SJSA1
0002331	SKLMS1
0002332	SKMEL1
0002333	SKMEL3
0002334	SKMES1
0002337	SKNEP1
0002338	SKNFI
0002339	SKO007
0002340	SKOV3
0002341	SKUT1
0002342	SNB19
0002343	SNU1
0002344	SNU16
0002345	SNU182
0002346	SNU387
0002347	SNU398
0002348	SNU423
0002349	SNU449
0002350	SNU475
0002351	SNU5
0002352	SR
0002353	ST486
0002354	SUDHL10
0002355	SUDHL16
0002356	SUDHL5
0002357	SUDHL6
0002358	SW1088
0002359	SW1116
0002360	SW1353
0002361	SW1417
0002362	SW1463
0002363	SW1573
0002364	SW1783
0002365	SW1990
0002366	SW403
0002367	SW48
0002368	SW620
0002369	SW684
0002370	SW756
0002371	SW780
0002372	SW837
0002373	SW872
0002374	SW900
0002375	SW948
0002376	SW954
0002377	SW962
0002378	SW982
0002379	SiHa
0002380	TANOUE
0002382	TT
0002383	Toledo
0002385	UACC893
0002386	UMC11
0002389	WIDR
0002390	WM115
0002392	Y79
0002394	ovarian cancer cell lines
0002422	benign neoplasm
0002423	osteoma
0002424	fibroma
