id	name
GO:0005826	actomyosin contractile ring
GO:0005827	polar microtubule
GO:0005828	kinetochore microtubule
GO:0005829	cytosol
GO:0005831	steroid hormone aporeceptor complex
GO:0005832	chaperonin-containing T-complex
GO:0005833	hemoglobin complex
GO:0005834	heterotrimeric G-protein complex
GO:0005835	fatty acid synthase complex
GO:0005836	fatty-acyl-CoA synthase complex
GO:0005838	proteasome regulatory particle
GO:0005839	proteasome core complex
GO:0005840	ribosome
GO:0005844	polysome
GO:0005845	mRNA cap binding complex
GO:0005846	nuclear cap binding complex
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
GO:0005848	mRNA cleavage stimulating factor complex
GO:0005849	mRNA cleavage factor complex
GO:0005850	eukaryotic translation initiation factor 2 complex
GO:0005851	eukaryotic translation initiation factor 2B complex
GO:0005852	eukaryotic translation initiation factor 3 complex
GO:0005853	eukaryotic translation elongation factor 1 complex
GO:0005854	nascent polypeptide-associated complex
GO:0005856	cytoskeleton
GO:0005858	axonemal dynein complex
GO:0005859	muscle myosin complex
GO:0005861	troponin complex
GO:0005862	muscle thin filament tropomyosin
GO:0005863	striated muscle myosin thick filament
GO:0005865	striated muscle thin filament
GO:0005868	cytoplasmic dynein complex
GO:0005869	dynactin complex
GO:0005870	actin capping protein of dynactin complex
GO:0005871	kinesin complex
GO:0005872	minus-end kinesin complex
GO:0005873	plus-end kinesin complex
GO:0005874	microtubule
GO:0005875	microtubule associated complex
GO:0005876	spindle microtubule
GO:0005879	axonemal microtubule
GO:0005880	nuclear microtubule
GO:0005881	cytoplasmic microtubule
GO:0005882	intermediate filament
GO:0005883	neurofilament
GO:0005884	actin filament
GO:0005885	Arp2/3 protein complex
GO:0005886	plasma membrane
GO:0005887	integral component of plasma membrane
GO:0005889	hydrogen:potassium-exchanging ATPase complex
GO:0005890	sodium:potassium-exchanging ATPase complex
GO:0005891	voltage-gated calcium channel complex
GO:0005892	acetylcholine-gated channel complex
GO:0005893	interleukin-2 receptor complex
GO:0005894	interleukin-3 receptor complex
GO:0005895	interleukin-5 receptor complex
GO:0005896	interleukin-6 receptor complex
GO:0005897	interleukin-9 receptor complex
GO:0005898	interleukin-13 receptor complex
GO:0005899	insulin receptor complex
GO:0005900	oncostatin-M receptor complex
GO:0005901	caveola
GO:0005902	microvillus
GO:0005903	brush border
GO:0005905	clathrin-coated pit
GO:0005911	cell-cell junction
GO:0005912	adherens junction
GO:0005913	cell-cell adherens junction
GO:0005914	spot adherens junction
GO:0005915	zonula adherens
GO:0005916	fascia adherens
GO:0005917	nephrocyte diaphragm
GO:0005918	septate junction
GO:0005919	pleated septate junction
GO:0005920	smooth septate junction
GO:0005921	gap junction
GO:0005922	connexin complex
GO:0005923	bicellular tight junction
GO:0005924	cell-substrate adherens junction
GO:0005925	focal adhesion
GO:0005926	connecting hemi-adherens junction
GO:0005927	muscle tendon junction
GO:0005928	apical hemi-adherens junction
GO:0005929	cilium
GO:0005930	axoneme
GO:0005931	axonemal nexin link
GO:0005933	cellular bud
GO:0005934	cellular bud tip
GO:0005935	cellular bud neck
GO:0005937	mating projection
GO:0005938	cell cortex
GO:0005940	septin ring
GO:0005942	phosphatidylinositol 3-kinase complex
GO:0005943	phosphatidylinositol 3-kinase complex, class IA
GO:0005944	phosphatidylinositol 3-kinase complex, class IB
GO:0005945	6-phosphofructokinase complex
GO:0005946	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)
GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex
GO:0005948	acetolactate synthase complex
GO:0005950	anthranilate synthase complex
GO:0005951	carbamoyl-phosphate synthase complex
GO:0005952	cAMP-dependent protein kinase complex
GO:0005953	CAAX-protein geranylgeranyltransferase complex
GO:0005954	calcium- and calmodulin-dependent protein kinase complex
GO:0005955	calcineurin complex
GO:0005956	protein kinase CK2 complex
GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex
GO:0005960	glycine cleavage complex
GO:0005962	mitochondrial isocitrate dehydrogenase complex (NAD+)
GO:0005963	magnesium-dependent protein serine/threonine phosphatase complex
GO:0005964	phosphorylase kinase complex
GO:0005965	protein farnesyltransferase complex
GO:0005966	cyclic-nucleotide phosphodiesterase complex
GO:0005967	mitochondrial pyruvate dehydrogenase complex
GO:0005968	Rab-protein geranylgeranyltransferase complex
GO:0005969	serine-pyruvate aminotransferase complex
GO:0005971	ribonucleoside-diphosphate reductase complex
GO:0008002	lamina lucida
GO:0008003	lamina densa
GO:0008004	lamina reticularis
GO:0008021	synaptic vesicle
GO:0008023	transcription elongation factor complex
GO:0008024	cyclin/CDK positive transcription elongation factor complex
GO:0008043	intracellular ferritin complex
GO:0008074	guanylate cyclase complex, soluble
GO:0008076	voltage-gated potassium channel complex
GO:0008087	light-activated voltage-gated calcium channel complex
GO:0008091	spectrin
GO:0008180	COP9 signalosome
GO:0008230	ecdysone receptor holocomplex
GO:0008231	repressor ecdysone receptor complex
GO:0008232	activator ecdysone receptor complex
GO:0008247	1-alkyl-2-acetylglycerophosphocholine esterase complex
GO:0008250	oligosaccharyltransferase complex
GO:0008274	gamma-tubulin ring complex
GO:0008275	gamma-tubulin small complex
GO:0008278	cohesin complex
GO:0008282	ATP-sensitive potassium channel complex
GO:0008287	protein serine/threonine phosphatase complex
GO:0008290	F-actin capping protein complex
GO:0008303	caspase complex
GO:0008305	integrin complex
GO:0008328	ionotropic glutamate receptor complex
GO:0008352	katanin complex
GO:0008385	IkappaB kinase complex
GO:0008537	proteasome activator complex
GO:0008540	proteasome regulatory particle, base subcomplex
GO:0008541	proteasome regulatory particle, lid subcomplex
GO:0008622	epsilon DNA polymerase complex
GO:0008623	CHRAC
GO:0009274	peptidoglycan-based cell wall
GO:0009275	Gram-positive-bacterium-type cell wall
GO:0009276	Gram-negative-bacterium-type cell wall
GO:0009277	fungal-type cell wall
GO:0009279	cell outer membrane
GO:0009288	bacterial-type flagellum
GO:0009289	pilus
GO:0009295	nucleoid
GO:0009316	3-isopropylmalate dehydratase complex
GO:0009317	acetyl-CoA carboxylase complex
GO:0009318	exodeoxyribonuclease VII complex
GO:0009319	cytochrome o ubiquinol oxidase complex
GO:0009320	phosphoribosylaminoimidazole carboxylase complex
GO:0009321	alkyl hydroperoxide reductase complex
GO:0009322	trimethylamine-N-oxide reductase complex
GO:0009323	ribosomal-protein-alanine N-acetyltransferase complex
GO:0009324	D-amino-acid dehydrogenase complex
GO:0009325	nitrate reductase complex
GO:0009326	formate dehydrogenase complex
GO:0009327	NAD(P)+ transhydrogenase complex (AB-specific)
GO:0009328	phenylalanine-tRNA ligase complex
GO:0009329	acetate CoA-transferase complex
GO:0009330	DNA topoisomerase complex (ATP-hydrolyzing)
GO:0009331	glycerol-3-phosphate dehydrogenase complex
GO:0009332	glutamate-tRNA ligase complex
GO:0009333	cysteine synthase complex
GO:0009334	3-phenylpropionate dioxygenase complex
GO:0009336	sulfate adenylyltransferase complex (ATP)
GO:0009337	sulfite reductase complex (NADPH)
GO:0009338	exodeoxyribonuclease V complex
GO:0009339	glycolate oxidase complex
GO:0009340	DNA topoisomerase IV complex
GO:0009341	beta-galactosidase complex
GO:0009342	glutamate synthase complex (NADPH)
GO:0009343	biotin carboxylase complex
GO:0009344	nitrite reductase complex [NAD(P)H]
GO:0009345	glycine-tRNA ligase complex
GO:0009346	citrate lyase complex
GO:0009347	aspartate carbamoyltransferase complex
GO:0009348	ornithine carbamoyltransferase complex
GO:0009349	riboflavin synthase complex
GO:0009350	ethanolamine ammonia-lyase complex
GO:0009353	mitochondrial oxoglutarate dehydrogenase complex
GO:0009355	DNA polymerase V complex
GO:0009356	aminodeoxychorismate synthase complex
GO:0009357	protein-N(PI)-phosphohistidine-sugar phosphotransferase complex
GO:0009358	polyphosphate kinase complex
GO:0009359	Type II site-specific deoxyribonuclease complex
GO:0009360	DNA polymerase III complex
GO:0009361	succinate-CoA ligase complex (ADP-forming)
GO:0009365	protein histidine kinase complex
GO:0009366	enterobactin synthetase complex
GO:0009368	endopeptidase Clp complex
GO:0009375	ferredoxin hydrogenase complex
GO:0009376	HslUV protease complex
GO:0009379	Holliday junction helicase complex
GO:0009380	excinuclease repair complex
GO:0009382	imidazoleglycerol-phosphate synthase complex
GO:0009390	dimethyl sulfoxide reductase complex
GO:0009418	pilus shaft
GO:0009419	pilus tip
GO:0009420	bacterial-type flagellum filament
GO:0009421	bacterial-type flagellum filament cap
GO:0009422	bacterial-type flagellum hook-filament junction
GO:0009424	bacterial-type flagellum hook
GO:0009425	bacterial-type flagellum basal body
GO:0009426	bacterial-type flagellum basal body, distal rod
GO:0009427	bacterial-type flagellum basal body, distal rod, L ring
GO:0009428	bacterial-type flagellum basal body, distal rod, P ring
GO:0009429	bacterial-type flagellum basal body, proximal rod
GO:0009431	bacterial-type flagellum basal body, MS ring
GO:0009433	bacterial-type flagellum basal body, C ring
GO:0009501	amyloplast
GO:0009503	thylakoid light-harvesting complex
GO:0009504	cell plate
GO:0009505	plant-type cell wall
GO:0009506	plasmodesma
GO:0009507	chloroplast
GO:0009508	plastid chromosome
GO:0009509	chromoplast
GO:0009510	plasmodesmatal desmotubule
GO:0009511	plasmodesmatal endoplasmic reticulum
GO:0009512	cytochrome b6f complex
GO:0009513	etioplast
GO:0009514	glyoxysome
GO:0009515	granal stacked thylakoid
GO:0009516	leucoplast
GO:0009517	PSII associated light-harvesting complex II
GO:0009518	PSI associated light-harvesting complex I
GO:0009519	middle lamella
GO:0009521	photosystem
GO:0009522	photosystem I
GO:0009523	photosystem II
GO:0009524	phragmoplast
GO:0009525	phragmosome
GO:0009526	plastid envelope
GO:0009527	plastid outer membrane
GO:0009528	plastid inner membrane
GO:0009529	plastid intermembrane space
GO:0009530	primary cell wall
GO:0009531	secondary cell wall
GO:0009532	plastid stroma
GO:0009533	chloroplast stromal thylakoid
GO:0009534	chloroplast thylakoid
GO:0009535	chloroplast thylakoid membrane
GO:0009536	plastid
GO:0009537	proplastid
GO:0009538	photosystem I reaction center
GO:0009539	photosystem II reaction center
GO:0009541	etioplast prolamellar body
GO:0009542	granum
GO:0009543	chloroplast thylakoid lumen
GO:0009544	chloroplast ATP synthase complex
GO:0009545	elaioplast
GO:0009546	plasmodesmatal cytoplasmic sleeve
GO:0009547	plastid ribosome
GO:0009548	plasmodesmatal plasma membrane
GO:0009549	cellulose microfibril
GO:0009550	primary plasmodesma
GO:0009551	secondary plasmodesma
GO:0009568	amyloplast starch grain
GO:0009569	chloroplast starch grain
GO:0009570	chloroplast stroma
GO:0009571	proplastid stroma
GO:0009573	chloroplast ribulose bisphosphate carboxylase complex
GO:0009574	preprophase band
GO:0009575	chromoplast stroma
GO:0009576	leucoplast stroma
GO:0009577	elaioplast stroma
GO:0009578	etioplast stroma
GO:0009579	thylakoid
GO:0009654	photosystem II oxygen evolving complex
GO:0009655	PSII associated light-harvesting complex II, core complex
GO:0009656	PSII associated light-harvesting complex II, peripheral complex
GO:0009705	plant-type vacuole membrane
GO:0009706	chloroplast inner membrane
GO:0009707	chloroplast outer membrane
GO:0009782	photosystem I antenna complex
GO:0009783	photosystem II antenna complex
GO:0009840	chloroplastic endopeptidase Clp complex
GO:0009841	mitochondrial endopeptidase Clp complex
GO:0009842	cyanelle
GO:0009843	cyanelle thylakoid
GO:0009897	external side of plasma membrane
GO:0009898	cytoplasmic side of plasma membrane
GO:0009921	auxin efflux carrier complex
GO:0009923	fatty acid elongase complex
GO:0009925	basal plasma membrane
GO:0009930	longitudinal side of cell surface
GO:0009941	chloroplast envelope
GO:0009986	cell surface
GO:0010005	cortical microtubule, transverse to long axis
GO:0010006	Toc complex
GO:0010007	magnesium chelatase complex
GO:0010008	endosome membrane
GO:0010009	cytoplasmic side of endosome membrane
GO:0010168	ER body
GO:0010169	thioglucosidase complex
GO:0010170	glucose-1-phosphate adenylyltransferase complex
GO:0010240	plastid pyruvate dehydrogenase complex
GO:0010278	chloroplast outer membrane translocon
GO:0010282	senescence-associated vacuole
GO:0010287	plastoglobule
GO:0010316	pyrophosphate-dependent phosphofructokinase complex
GO:0010317	pyrophosphate-dependent phosphofructokinase complex, alpha-subunit complex
GO:0010318	pyrophosphate-dependent phosphofructokinase complex, beta-subunit complex
GO:0010319	stromule
GO:0010330	cellulose synthase complex
GO:0010339	external side of cell wall
GO:0010367	extracellular isoamylase complex
GO:0010368	chloroplast isoamylase complex
GO:0010369	chromocenter
GO:0010370	perinucleolar chromocenter
GO:0010445	nuclear dicing body
GO:0010494	cytoplasmic stress granule
GO:0010598	NAD(P)H dehydrogenase complex (plastoquinone)
GO:0012505	endomembrane system
GO:0012506	vesicle membrane
GO:0012507	ER to Golgi transport vesicle membrane
GO:0012508	Golgi to ER transport vesicle membrane
GO:0012509	inter-Golgi transport vesicle membrane
GO:0012510	trans-Golgi network transport vesicle membrane
GO:0012511	monolayer-surrounded lipid storage body
GO:0014069	postsynaptic density
