doid_id	name
DOID:0050051	Rickettsia parkeri spotted fever
DOID:0050052	Rocky Mountain spotted fever
DOID:0050059	oropharyngeal anthrax
DOID:0050061	erysipeloid
DOID:0050072	adiaspiromycosis
DOID:0050073	invasive aspergillosis
DOID:0050083	Keshan disease
DOID:0050096	tinea barbae
DOID:0050097	ectothrix infectious disease
DOID:0050105	endothrix infectious disease
DOID:0050116	tinea imbricata
DOID:0050117	disease by infectious agent
DOID:0050118	La Crosse encephalitis
DOID:0050120	hemophagocytic lymphohistiocytosis
DOID:0050125	dengue shock syndrome
DOID:0050127	sinusitis
DOID:0050129	secretory diarrhea
DOID:0050130	osmotic diarrhea
DOID:0050131	motility-related diarrhea
DOID:0050132	inflammatory diarrhea
DOID:0050133	superficial mycosis
DOID:0050134	cutaneous mycosis
DOID:0050135	subcutaneous mycosis
DOID:0050136	systemic mycosis
DOID:0050138	podoconiosis
DOID:0050140	acute diarrhea
DOID:0050141	intestinal botulism
DOID:0050143	asymptomatic dengue
DOID:0050144	Kartagener syndrome
DOID:0050145	adenoiditis
DOID:0050147	otomycosis
DOID:0050148	laryngotracheitis
DOID:0050150	Pontiac fever
DOID:0050152	aspiration pneumonia
DOID:0050153	pulmonary aspergilloma
DOID:0050155	sensory system disease
DOID:0050156	idiopathic pulmonary fibrosis
DOID:0050157	cryptogenic organizing pneumonia
DOID:0050158	desquamative interstitial pneumonia
DOID:0050159	lymphoid interstitial pneumonia
DOID:0050160	inhalation anthrax
DOID:0050161	lower respiratory tract disease
DOID:0050166	tuberculous salpingitis
DOID:0050167	autoimmune polyendocrine syndrome type 1
DOID:0050168	autoimmune polyendocrine syndrome type 2
DOID:0050169	cutaneous lupus erythematosus
DOID:0050174	Kunjin encephalitis
DOID:0050175	tick-borne encephalitis
DOID:0050177	monogenic disease
DOID:0050179	Powassan encephalitis
DOID:0050185	erythema multiforme
DOID:0050192	Nipah virus encephalitis
DOID:0050194	Argentine hemorrhagic fever
DOID:0050195	Bolivian hemorrhagic fever
DOID:0050196	Venezuelan hemorrhagic fever
DOID:0050197	Brazilian hemorrhagic fever
DOID:0050198	Chapare hemorrhagic fever
DOID:0050199	Whitewater Arroyo hemorrhagic fever
DOID:0050200	Korean hemorrhagic fever
DOID:0050201	nephropathia epidemica
DOID:0050202	lujo hemorrhagic fever
DOID:0050204	Epstein-Barr virus hepatitis
DOID:0050211	swine influenza
DOID:0050214	Lambert-Eaton myasthenic syndrome
DOID:0050218	polycystic echinococcosis
DOID:0050222	selective IgM deficiency disease
DOID:0050242	primary amebic meningoencephalitis
DOID:0050246	granulomatous amebic encephalitis
DOID:0050250	philophthalmiasis
DOID:0050251	coenurosis
DOID:0050253	mesocestoidiasis
DOID:0050254	acanthocephaliasis
DOID:0050256	angiostrongyliasis
DOID:0050259	baylisascariasis
DOID:0050260	dioctophymiasis
DOID:0050261	thelaziasis
DOID:0050266	tungiasis
DOID:0050268	ophthalmomyiasis
DOID:0050269	Trichomonas vaginalis trichomoniasis
DOID:0050270	Trichomonas tenax trichomoniasis
DOID:0050278	basidiobolomycosis
DOID:0050279	conidiobolomycosis
DOID:0050288	penicilliosis
DOID:0050289	fusariosis
DOID:0050290	trichosporonosis
DOID:0050291	parasitic Ichthyosporea infectious disease
DOID:0050292	primary systemic mycosis
DOID:0050304	aniseikonia
DOID:0050308	Alkhurma hemorrhagic fever
DOID:0050328	congenital hypothyroidism
DOID:0050331	LADD syndrome
DOID:0050332	enlarged vestibular aqueduct
DOID:0050335	bradyopsia
DOID:0050336	hypophosphatemia
DOID:0050338	primary bacterial infectious disease
DOID:0050339	commensal bacterial infectious disease
DOID:0050340	opportunistic bacterial infectious disease
DOID:0050352	foodborne botulism
DOID:0050353	wound botulism
DOID:0050354	infant botulism
DOID:0050382	glandular tularemia
DOID:0050383	typhoidal tularemia
DOID:0050387	nonpapillary renal cell carcinoma
DOID:0050398	Carrion's disease
DOID:0050419	complement factor I deficiency
DOID:0050424	familial adenomatous polyposis
DOID:0050425	restless legs syndrome
DOID:0050426	Stevens-Johnson syndrome
DOID:0050427	xeroderma pigmentosum
DOID:0050428	nonepidermolytic palmoplantar keratoderma
DOID:0050429	Hailey-Hailey disease
DOID:0050430	multiple endocrine neoplasia type 2A
DOID:0050431	arrhythmogenic right ventricular cardiomyopathy
DOID:0050432	Asperger syndrome
DOID:0050433	fatal familial insomnia
DOID:0050434	Andersen-Tawil syndrome
DOID:0050436	mulibrey nanism
DOID:0050437	Danon disease
DOID:0050438	Frasier syndrome
DOID:0050439	Usher syndrome
DOID:0050440	familial partial lipodystrophy
DOID:0050441	mucosulfatidosis
DOID:0050444	infantile Refsum disease
DOID:0050445	X-linked dominant hypophosphatemic rickets
DOID:0050448	hereditary mucosal leukokeratosis
DOID:0050449	pachyonychia congenita
DOID:0050450	Gitelman syndrome
DOID:0050451	Brugada syndrome
DOID:0050452	mevalonic aciduria
DOID:0050453	lissencephaly
DOID:0050454	periventricular nodular heterotopia
DOID:0050456	Buruli ulcer disease
DOID:0050457	Sertoli cell-only syndrome
DOID:0050458	juvenile myelomonocytic leukemia
DOID:0050459	hyperphosphatemia
DOID:0050460	Wolf-Hirschhorn syndrome
DOID:0050461	aspartylglucosaminuria
DOID:0050462	Antley-Bixler syndrome
DOID:0050463	campomelic dysplasia
DOID:0050464	Farber lipogranulomatosis
DOID:0050465	Muir-Torre syndrome
DOID:0050466	Loeys-Dietz syndrome
DOID:0050467	erythrokeratodermia variabilis
DOID:0050468	yellow nail syndrome
DOID:0050469	Costello syndrome
DOID:0050470	Donohue syndrome
DOID:0050471	Carney complex
DOID:0050472	monilethrix
DOID:0050473	Alstrom syndrome
DOID:0050474	Netherton syndrome
DOID:0050475	Weill-Marchesani syndrome
DOID:0050476	Barth syndrome
DOID:0050477	Liddle syndrome
DOID:0050480	epidemic typhus
DOID:0050481	endemic typhus
DOID:0050484	aneruptive fever
DOID:0050485	sennetsu fever
DOID:0050486	exanthem
DOID:0050487	bacterial exanthem
DOID:0050488	early congenital syphilis
DOID:0050489	multinodular goiter
DOID:0050490	parenchymatous neurosyphilis
DOID:0050491	meningovascular neurosyphilis
DOID:0050495	exanthema subitum
DOID:0050508	variola major
DOID:0050513	spinal polio
DOID:0050514	bulbospinal polio
DOID:0050515	paralytic poliomyelitis
DOID:0050516	O'nyong'nyong fever
DOID:0050517	Barmah Forest virus disease
DOID:0050518	Ross River fever
DOID:0050521	Oropouche fever
DOID:0050522	Balkan hemorrhagic fever
DOID:0050523	adult T-cell leukemia
DOID:0050524	maturity-onset diabetes of the young
DOID:0050526	Gamstorp-Wohlfart syndrome
DOID:0050528	nonphotosensitive trichothiodystrophy
DOID:0050529	adult spinal muscular atrophy
DOID:0050530	intermediate spinal muscular atrophy
DOID:0050534	congenital stationary night blindness
DOID:0050535	exudative vitreoretinopathy
DOID:0050536	SC phocomelia syndrome
DOID:0050537	posterior polar cataract
DOID:0050538	Charcot-Marie-Tooth disease type 1
DOID:0050539	Charcot-Marie-Tooth disease type 2
DOID:0050540	Charcot-Marie-Tooth disease type 3
DOID:0050541	Charcot-Marie-Tooth disease type 4
DOID:0050542	Charcot-Marie-Tooth disease type X
DOID:0050543	Charcot-Marie-Tooth disease intermediate type
DOID:0050544	hypermethioninemia
DOID:0050545	visceral heterotaxy
DOID:0050546	congenital adrenal insufficiency
DOID:0050547	familial medullary thyroid carcinoma
DOID:0050548	hereditary sensory neuropathy
DOID:0050549	Saldino-Noonan syndrome
DOID:0050553	JMP syndrome
DOID:0050554	X-linked sideroblastic anemia with ataxia
DOID:0050557	congenital muscular dystrophy
DOID:0050558	Ullrich congenital muscular dystrophy
DOID:0050559	Fukuyama congenital muscular dystrophy
DOID:0050560	Walker-Warburg syndrome
DOID:0050561	Lennox-Gastaut syndrome
DOID:0050562	West syndrome
DOID:0050563	nonsyndromic deafness
DOID:0050564	autosomal dominant nonsyndromic deafness
DOID:0050565	autosomal recessive nonsyndromic deafness
DOID:0050566	X-linked nonsyndromic deafness
DOID:0050567	orofacial cleft
DOID:0050568	spondylocostal dysostosis
DOID:0050569	Seckel syndrome
DOID:0050570	congenital disorder of glycosylation type I
DOID:0050571	congenital disorder of glycosylation type II
DOID:0050572	cone-rod dystrophy
DOID:0050573	2-hydroxyglutaric aciduria
DOID:0050574	L-2-hydroxyglutaric aciduria
DOID:0050575	D-2-hydroxyglutaric aciduria
DOID:0050576	Senior-Loken syndrome
DOID:0050577	Sensenbrenner syndrome
DOID:0050578	occult macular dystrophy
DOID:0050579	glycogen storage disease XV
DOID:0050580	hereditary lymphedema
DOID:0050581	brachydactyly
DOID:0050584	gummatous syphilis
DOID:0050585	congenital generalized lipodystrophy
DOID:0050587	trichotillomania
DOID:0050588	muscular dystrophy-dystroglycanopathy
DOID:0050589	inflammatory bowel disease
DOID:0050590	severe congenital neutropenia
DOID:0050591	tooth agenesis
DOID:0050592	asphyxiating thoracic dystrophy
DOID:0050593	primary congenital glaucoma
DOID:0050594	glycogen storage disease IX
DOID:0050596	taeniasis
DOID:0050597	intestinal schistosomiasis
DOID:0050598	extrapulmonary tuberculosis
DOID:0050599	abdominal tuberculosis
DOID:0050600	ABCD syndrome
DOID:0050601	ADULT syndrome
DOID:0050602	triple-A syndrome
DOID:0050603	acheiropody
DOID:0050604	acrocapitofemoral dysplasia
DOID:0050605	acrodermatitis enteropathica
DOID:0050606	acrokeratosis verruciformis
DOID:0050608	Askin's tumor
DOID:0050610	oral cavity carcinoma in situ
DOID:0050611	pharynx carcinoma in situ
DOID:0050612	gall bladder carcinoma in situ
DOID:0050613	bile duct carcinoma in situ
DOID:0050614	bronchus carcinoma in situ
DOID:0050615	respiratory system cancer
DOID:0050616	malignant Leydig cell tumor
DOID:0050617	malignant Sertoli cell tumor
DOID:0050618	malignant Sertoli-Leydig cell tumor
DOID:0050619	paranasal sinus cancer
DOID:0050620	infiltrating renal pelvis transitional cell carcinoma
DOID:0050621	respiratory system benign neoplasm
DOID:0050622	reproductive organ benign neoplasm
DOID:0050623	bladder benign neoplasm
DOID:0050624	gastrointestinal system benign neoplasm
DOID:0050625	biliary tract benign neoplasm
DOID:0050626	gastrointestinal neuroendocrine tumor
DOID:0050628	advanced sleep phase syndrome
DOID:0050629	Aicardi-Goutieres syndrome
DOID:0050630	Aland Island eye disease
DOID:0050631	Allan-Herndon-Dudley syndrome
DOID:0050632	oculocutaneous albinism
DOID:0050633	ocular albinism
DOID:0050634	alopecia universalis
DOID:0050635	alternating hemiplegia of childhood
DOID:0050636	familial visceral amyloidosis
DOID:0050637	Finnish type amyloidosis
DOID:0050638	transthyretin amyloidosis
DOID:0050639	primary cutaneous amyloidosis
DOID:0050640	anauxetic dysplasia 1
DOID:0050641	Rh deficiency syndrome
DOID:0050642	hypochromic microcytic anemia
DOID:0050644	arterial calcification of infancy
DOID:0050645	arterial tortuosity syndrome
DOID:0050646	distal arthrogryposis
DOID:0050647	Arts syndrome
DOID:0050648	atelosteogenesis
DOID:0050649	atransferrinemia
DOID:0050650	familial atrial fibrillation
DOID:0050651	atrioventricular septal defect
DOID:0050654	Baller-Gerold syndrome
DOID:0050655	Bamforth-Lazarus syndrome
DOID:0050656	pseudo-TORCH syndrome 1
DOID:0050657	Bannayan-Riley-Ruvalcaba syndrome
DOID:0050658	Bart-Pumphrey syndrome
DOID:0050659	biotin-responsive basal ganglia disease
DOID:0050660	Beare-Stevenson cutis gyrata syndrome
DOID:0050661	vitelliform macular dystrophy
DOID:0050662	bestrophinopathy
DOID:0050663	Bethlem myopathy
DOID:0050664	Bietti crystalline corneoretinal dystrophy
DOID:0050665	fetal alcohol syndrome
DOID:0050666	partial fetal alcohol syndrome
DOID:0050667	alcohol-related neurodevelopmental disorder
DOID:0050668	alcohol-related birth defect
DOID:0050669	spastic cerebral palsy
DOID:0050670	ataxic cerebral palsy
DOID:0050671	female breast cancer
DOID:0050672	dyskinetic cerebral palsy
DOID:0050673	mixed cerebral palsy
DOID:0050674	congenital bile acid synthesis defect
DOID:0050675	Birk-Barel syndrome
DOID:0050676	Birt-Hogg-Dube syndrome
DOID:0050677	Bjornstad syndrome
DOID:0050678	Blau syndrome
DOID:0050679	blue cone monochromacy
DOID:0050680	Boomerang dysplasia
DOID:0050681	Borjeson-Forssman-Lehmann syndrome
DOID:0050682	Athabaskan brainstem dysgenesis syndrome
DOID:0050683	Bothnia retinal dystrophy
DOID:0050684	Bowen-Conradi syndrome
DOID:0050685	small cell carcinoma
DOID:0050686	organ system cancer
DOID:0050687	cell type cancer
DOID:0050688	anal canal cancer
DOID:0050689	brachydactyly-syndactyly syndrome
DOID:0050690	brachyolmia
DOID:0050691	branchiooculofacial syndrome
DOID:0050692	Brody myopathy
DOID:0050693	Brooke-Spiegler syndrome
DOID:0050694	Brown-Vialetto-Van Laere syndrome
DOID:0050695	malignant pleural solitary fibrous tumor
DOID:0050696	fetal alcohol spectrum disorder
DOID:0050697	chorioamnionitis
DOID:0050698	funisitis
DOID:0050699	Dent disease
DOID:0050700	cardiomyopathy
DOID:0050701	electroclinical syndrome
DOID:0050702	neonatal period electroclinical syndrome
DOID:0050703	infancy electroclinical syndrome
DOID:0050704	childhood electroclinical syndrome
DOID:0050705	adolescence-adult electroclinical syndrome
DOID:0050706	variable age at onset electroclinical syndrome
DOID:0050708	early onset absence epilepsy
DOID:0050709	early infantile epileptic encephalopathy
DOID:0050710	3-Methylcrotonyl-CoA carboxylase deficiency
DOID:0050711	aceruloplasminemia
DOID:0050712	AGAT deficiency
DOID:0050713	fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency
DOID:0050715	methylmalonic aciduria and homocystinuria type cblC
DOID:0050716	methylmalonic aciduria and homocystinuria type cblD
DOID:0050717	methylmalonic aciduria and homocystinuria type cblF
DOID:0050718	vitamin metabolic disorder
DOID:0050719	cerebral folate receptor alpha deficiency
DOID:0050720	ornithine translocase deficiency
DOID:0050721	serine deficiency
DOID:0050722	PHGDH deficiency
DOID:0050723	PSAT deficiency
DOID:0050724	PSPH deficiency
DOID:0050725	tyrosinemia type II
DOID:0050726	tyrosinemia type I
DOID:0050727	tyrosinemia type III
DOID:0050728	glycogen metabolism disorder
DOID:0050729	neutral lipid storage disease
DOID:0050730	coenzyme Q10 deficiency disease
DOID:0050731	vitamin B12 deficiency
DOID:0050732	methylmalonic aciduria and homocystinuria type cblE
DOID:0050733	methylmalonic aciduria and homocystinuria type cblG
DOID:0050734	congenital intrinsic factor deficiency
DOID:0050735	X-linked monogenic disease
DOID:0050736	autosomal dominant disease
DOID:0050737	autosomal recessive disease
DOID:0050738	Y-linked monogenic disease
DOID:0050739	autosomal genetic disease
DOID:0050740	Qazi Markouizos syndrome
DOID:0050741	alcohol dependence
DOID:0050742	nicotine dependence
DOID:0050743	mature T-cell and NK-cell lymphoma
DOID:0050744	anaplastic large cell lymphoma
DOID:0050745	diffuse large B-cell lymphoma
DOID:0050746	mantle cell lymphoma
DOID:0050747	lymphoplasmacytic lymphoma
DOID:0050748	marginal zone B-cell lymphoma
DOID:0050749	peripheral T-cell lymphoma
DOID:0050750	splenic marginal zone lymphoma
DOID:0050751	T-cell large granular lymphocyte leukemia
DOID:0050752	amyotrophic lateral sclerosis type 8
DOID:0050753	cerebellar ataxia
DOID:0050754	ataxia with oculomotor apraxia type 1
DOID:0050755	ataxia with oculomotor apraxia type 2
DOID:0050757	deafness-dystonia-optic neuronopathy syndrome
DOID:0050758	metabolic acidosis
DOID:0050759	myotonic dystrophy type 2
DOID:0050760	X-linked myopathy with excessive autophagy
DOID:0050761	paramyloidosis
DOID:0050762	adenylosuccinase lyase deficiency
DOID:0050763	ARC syndrome
DOID:0050764	Armfield syndrome
DOID:0050765	neuroacanthocytosis
DOID:0050766	choreaacanthocytosis
DOID:0050767	midface dysplasia
DOID:0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
DOID:0050769	N syndrome
DOID:0050770	polycystic liver disease
DOID:0050771	pheochromocytoma
DOID:0050772	spastic ataxia 1
DOID:0050773	paraganglioma
DOID:0050774	rapadilino syndrome
DOID:0050775	schneckenbecken dysplasia
DOID:0050776	non-syndromic X-linked intellectual disability
DOID:0050777	Joubert syndrome
DOID:0050778	Meckel syndrome
DOID:0050779	hydrolethalus syndrome
DOID:0050780	Opitz-GBBB syndrome
DOID:0050781	Ogden syndrome
DOID:0050782	Zollinger-Ellison syndrome
DOID:0050783	secondary progressive multiple sclerosis
DOID:0050784	primary progressive multiple sclerosis
DOID:0050785	progressive relapsing multiple sclerosis
DOID:0050786	iridogoniodysgenesis syndrome
DOID:0050787	juvenile polyposis syndrome
DOID:0050788	proximal symphalangism
DOID:0050789	tarsal-carpal coalition syndrome
DOID:0050790	fibular hypoplasia and complex brachydactyly
DOID:0050791	persistent Mullerian duct syndrome
DOID:0050792	multiple cutaneous and mucosal venous malformations
DOID:0050793	short QT syndrome
DOID:0050794	multiple synostoses syndrome
DOID:0050795	cone dystrophy
DOID:0050796	achalasia microcephaly syndrome
DOID:0050797	peroxisomal acyl-CoA oxidase deficiency
DOID:0050798	cerebral creatine deficiency syndrome
DOID:0050799	guanidinoacetate methyltransferase deficiency
DOID:0050800	creatine transporter deficiency
DOID:0050801	androgenic alopecia
DOID:0050802	Ehlers-Danlos syndrome progeroid type
DOID:0050803	glioblastoma classical subtype
DOID:0050804	glioblastoma proneural subtype
DOID:0050805	glioblastoma mesenchymal subtype
DOID:0050806	glioblastoma neural subtype
DOID:0050807	Kahrizi syndrome
DOID:0050809	mucopolysaccharidosis IX
DOID:0050810	biotin deficiency
DOID:0050811	congenital adrenal hyperplasia
DOID:0050812	spondyloepimetaphyseal dysplasia, Pakistani type
DOID:0050813	spondyloepiphyseal dysplasia with congenital joint dislocations
DOID:0050814	temtamy preaxial brachydactyly syndrome
DOID:0050815	eye adnexa disease
DOID:0050816	urofacial syndrome
DOID:0050817	Stargardt disease
DOID:0050818	transcobalamin II deficiency
DOID:0050819	Matthew-Wood syndrome
DOID:0050820	atrioventricular block
DOID:0050821	first-degree atrioventricular block
DOID:0050822	second-degree atrioventricular block
DOID:0050823	third-degree atrioventricular block
DOID:0050824	sinoatrial node disease
DOID:0050825	endocardium disease
DOID:0050826	tricuspid valve disease
DOID:0050827	rheumatic heart disease
DOID:0050828	artery disease
DOID:0050829	pericardium disease
DOID:0050830	peripheral artery disease
DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies
DOID:0050832	pyrimidine metabolic disorder
DOID:0050833	orotic aciduria
DOID:0050834	CHARGE syndrome
DOID:0050835	generalized dystonia
DOID:0050836	focal dystonia
DOID:0050837	multifocal dystonia
DOID:0050838	segmental dystonia
DOID:0050839	anismus
DOID:0050840	cervical dystonia
DOID:0050841	focal hand dystonia
DOID:0050842	oculogyric crisis
DOID:0050843	oromandibular dystonia
DOID:0050844	spasmodic dystonia
DOID:0050845	cranio-facial dystonia
DOID:0050846	hemidystonia
DOID:0050847	sleep apnea
DOID:0050848	obstructive sleep apnea
DOID:0050849	periampullary adenoma
DOID:0050850	diabetic encephalopathy
DOID:0050851	glomerulosclerosis
DOID:0050852	limb ischemia
DOID:0050853	chronic venous insufficiency
DOID:0050854	Muckle-Wells syndrome
DOID:0050855	renal fibrosis
DOID:0050856	oppositional defiant disorder
DOID:0050857	Perrault syndrome
DOID:0050858	Marshall-Smith syndrome
DOID:0050859	hemorrhagic cystitis
DOID:0050860	colorectal adenoma
DOID:0050861	colorectal adenocarcinoma
DOID:0050862	pyometritis
DOID:0050863	arteritic anterior ischemic optic neuropathy
DOID:0050864	non-arteritic anterior ischemic optic neuropathy
DOID:0050865	tongue squamous cell carcinoma
DOID:0050866	oral squamous cell carcinoma
DOID:0050868	hepatocellular adenoma
DOID:0050869	villous adenoma
DOID:0050870	in situ pulmonary adenocarcinoma
DOID:0050871	fibroma
DOID:0050872	large cell neuroendocrine carcinoma
DOID:0050873	follicular lymphoma
DOID:0050876	Caroli disease
DOID:0050877	pancreatic agenesis
DOID:0050879	fragile X-associated tremor/ataxia syndrome
DOID:0050880	Koolen de Vries syndrome
DOID:0050881	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050882	spinocerebellar ataxia type 5
DOID:0050883	infantile cerebellar-retinal degeneration
DOID:0050884	triosephosphate isomerase deficiency
DOID:0050885	IMAGe syndrome
DOID:0050886	Troyer syndrome
DOID:0050887	Townes-Brocks syndrome
DOID:0050888	syndromic intellectual disability
DOID:0050889	non-syndromic intellectual disability
DOID:0050890	synucleinopathy
DOID:0050891	adrenal cortical adenoma
DOID:0050892	adrenal gland pheochromocytoma
DOID:0050893	gallbladder adenoma
DOID:0050894	ameloblastoma
DOID:0050895	bone ameloblastoma
DOID:0050896	bone squamous cell carcinoma
DOID:0050897	bone chondrosarcoma
DOID:0050898	phalanx chondroma
DOID:0050899	brain stem medulloblastoma
DOID:0050900	sacrum chordoma
DOID:0050901	corpus callosum oligodendroglioma
DOID:0050902	medulloblastoma
DOID:0050903	parietal lobe ependymoma
DOID:0050904	salivary gland carcinoma
DOID:0050905	inflammatory myofibroblastic tumor
DOID:0050906	conjunctival nevus
DOID:0050907	mixed extragonadal germ cell cancer
DOID:0050908	myelodysplastic syndrome
DOID:0050909	MALT lymphoma
DOID:0050910	cecum adenoma
DOID:0050911	appendix carcinoid tumor
DOID:0050912	colon adenoma
DOID:0050913	large intestine adenocarcinoma
DOID:0050914	large intestine adenoma
DOID:0050915	rectum adenoma
DOID:0050916	bronchus mucoepidermoid carcinoma
DOID:0050917	lung combined type small cell adenocarcinoma
DOID:0050918	vaginal carcinoma
DOID:0050919	trachea mucoepidermoid carcinoma
DOID:0050920	tonsil squamous cell carcinoma
DOID:0050921	pharynx squamous cell carcinoma
DOID:0050922	gastrointestinal carcinoma
DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor
DOID:0050924	striated muscle rhabdoid tumor
DOID:0050925	small intestine carcinoid neuroendocrine tumor
DOID:0050926	jejunal adenocarcinoma
DOID:0050927	duodenum adenoma
DOID:0050928	ovarian melanoma
DOID:0050929	mucosal melanoma
DOID:0050930	sublingual gland adenoid cystic carcinoma
DOID:0050931	parotid gland adenoid cystic carcinoma
DOID:0050932	lung mucoepidermoid carcinoma
DOID:0050933	ovarian serous carcinoma
DOID:0050934	ovarian clear cell carcinoma
DOID:0050935	cervical neuroblastoma
DOID:0050936	extra-adrenal pheochromocytoma
DOID:0050937	retroperitoneal neuroblastoma
DOID:0050938	breast lobular carcinoma
DOID:0050939	uterine corpus endometrial carcinoma
DOID:0050940	endocervical adenocarcinoma
DOID:0050941	spastic ataxia 2
DOID:0050942	spastic ataxia 3
DOID:0050943	spastic ataxia 4
DOID:0050944	spastic ataxia 5
DOID:0050945	spastic ataxia 7
DOID:0050946	Charlevoix-Saguenay spastic ataxia
DOID:0050947	hereditary hypophosphatemic rickets with hypercalciuria
