ID	COMPOUND_ID	TYPE	NAME
108512	3561	INN	cetirizine
105426	3568	INN	cevimeline
89856	3611	INN	chlordiazepoxide
718054	3619	INN	chlormezanone
718100	3636	INN	chloroprocaine
91902	3638	INN	chloroquine
718126	3640	INN	chlorothiazide
103080	3641	INN	chlorotrianisene
718148	3642	INN	chlorphenesin
89889	3647	INN	chlorpromazine
718185	3650	INN	chlorpropamide
103510	3651	INN	chlorprothixene
718206	3655	INN	chlorzoxazone
897813	3663	NAME	cholesteryl hexadecanoate
99583	3682	INN	dantron
718278	3697	INN	cilastatin
100343	3699	INN	cimetidine
718337	3716	INN	cinoxacin
754551	3720	INN	cisapride
90104	3723	INN	citalopram
754599	3732	INN	clarithromycin
92406	3736	INN	clavulanic acid
754613	3738	INN	clemastine
754715	3744	INN	clidinium bromide
756075	3749	INN	clofazimine
99210	3750	INN	clofibrate
102984	3752	INN	clomifene
756088	3756	INN	clonazepam
756107	3762	INN	dipotassium clorazepate
858644	3763	INN	clorgiline
771396	3892	INN	corticotropin
819747	3900	NAME	(+)-costunolide
771405	3901	INN	tetracosactide
887975	3919	NAME	bis(beta-D-gentiobiosyl) crocetin
846916	3941	NAME	cucurbitacin B
888608	3962	NAME	curcumin
689558	3988	INN	cyclandelate
103953	3994	INN	cyclizine
771435	3996	INN	cyclobenzaprine
771453	4024	INN	cyclopentolate
684701	4026	INN	cyclophosphamide
99956	4031	INN	ciclosporin
771548	4046	INN	cyproheptadine
883649	4077	NAME	D-2,3-diketo-4-deoxy-epi-inositol
717525	4110	INN	cathinone
754760	4139	NAME	D-galactose
754761	4167	NAME	D-glucose
87951	4194	NAME	D-hexose
754762	4208	NAME	D-mannose
854410	4305	INN	dacarbazine
102532	4315	INN	danazol
771609	4317	INN	dantrolene
771653	4325	INN	dapsone
99848	4356	INN	deferoxamine
754763	4372	NAME	(6S)-6-hydroxy-3-oxo-alpha-ionone
771804	4379	INN	delavirdine mesilate
771827	4391	INN	demecarium bromide
771936	4392	INN	demeclocycline
835138	4393	INN	demecolcine
961655	4429	NAME	(-)-deoxypodophyllotoxin
772004	4450	INN	desmopressin
857826	4460	INN	devazepide
107417	4464	INN	dexchlorpheniramine
90859	4466	INN	dexmedetomidine
772132	4474	INN	dezocine
99885	4495	INN	diazoxide
772281	4513	INN	dicoumarol
772300	4514	INN	dicycloverine
772301	4514	INN	dicycloverine
102951	4518	INN	dienestrol
772349	4530	INN	amfepramone
772845	4534	INN	difenoxin
964557	4537	INN	difloxacin
689176	4551	INN	digoxin
961656	4553	NAME	(-)-yatein
772438	4562	INN	dihydroergotamine
905507	4579	NAME	dihydropinosylvin
102766	4591	INN	dihydrotachysterol
772680	4604	INN	dimenhydrinate
1017401	4608	NAME	dimethyl disulfide
100968	4623	NAME	dimethylsulfonioacetic acid
897777	4629	NAME	diosgenin
772620	4636	INN	diphenhydramine
105344	4638	INN	difenidol
772747	4639	INN	diphenoxylate
772856	4646	INN	dipivefrine
754764	4648	NAME	hop-22(29)-ene
100748	4653	INN	dipyridamole
100946	4657	INN	disopyramide
772927	4667	INN	valproate semisodium
772935	4670	INN	dobutamine
100933	4681	INN	dofetilide
773036	4702	INN	dorzolamide
773161	4707	INN	doxacurium chloride
104605	4708	INN	doxazosin
908882	4712	NAME	1alpha-hydroxyvitamin D2
1008118	4712	INN	doxercalciferol
773254	4717	INN	droperidol
773291	4724	INN	dyclonine
773337	4728	INN	diprophylline
813230	4746	NAME	echinenone
773420	4753	INN	ecothiopate
773480	4759	INN	edrophonium chloride
854495	4775	INN	ellagic acid
773522	4779	INN	emedastine
773621	4784	INN	enalapril
773656	4788	INN	encainide
90313	4798	INN	entacapone
90322	4814	INN	eprosartan
774655	4822	INN	ergometrine
893321	4828	NAME	ergothioneine thiol
774738	4856	INN	esmolol
774775	4858	INN	estazolam
99509	4876	INN	etacrynic acid
774789	4877	INN	ethambutol
812765	4882	INN	ethchlorvynol
812778	4884	INN	ethinamate
913975	4885	NAME	ethionamide
812863	4887	INN	ethosuximide
812898	4888	INN	ethotoin
1013661	4903	NAME	17alpha-ethynylestradiol
688596	4904	INN	etidocaine
820397	4907	INN	etidronic acid
812926	4909	INN	etodolac
813186	4910	INN	etomidate
100140	4911	INN	etoposide
100141	4911	INN	Etoposido
100142	4911	INN	etoposidum
104027	4912	INN	etorphine
102288	4913	INN	etretinate
754765	4917	NAME	eugenol
1015191	4935	NAME	eupatolide
813209	4953	INN	exemestane
814175	4974	INN	famciclovir
60998	4975	INN	famotidine
1016583	4991	NAME	iron(III) dicitrate
814201	4995	INN	felbamate
772082	5000	INN	fenfluramine
101199	5002	INN	fenoldopam
814243	5004	INN	fenoprofen
814272	5005	INN	fenoprofen calcium
102631	5062	INN	finasteride
906607	5070	NAME	flavanone
906614	5078	NAME	flavonol
814595	5088	INN	flavoxate
107561	5098	INN	flucloxacillin
911810	5100	INN	flucytosine
103223	5101	INN	fludrocortisone
99937	5103	INN	flumazenil
61019	5118	INN	fluoxetine
102919	5120	INN	fluoxymesterone
104888	5121	INN	flupentixol
689658	5123	INN	fluphenazine
865508	5134	INN	fluticasone
105403	5138	INN	fluvoxamine
99942	5141	INN	fomepizole
830643	5147	INN	formoterol
689729	5163	INN	fosinopril
1014682	5169	NAME	fraxetin
832095	5171	NAME	friedelin
912032	5195	INN	furazolidone
115545	5273	INN	ganciclovir
597425	5280	INN	gatifloxacin
597434	5295	INN	gemcitabine
102589	5296	INN	gemfibrozil
754766	5337	NAME	(1E,4E)-germacrene B
862125	5383	INN	gimepiride
880318	5384	INN	glipizide
837062	5391	INN	glucagon
103926	5441	INN	glibenclamide
1016020	5445	NAME	glyceraldehyde
962043	5494	INN	glycopyrronium bromide
962060	5494	INN	ritropirronium bromide
840104	5520	INN	gonadorelin
962351	5533	NAME	granaticin
880367	5537	INN	granisetron
101788	5555	INN	guanadrel
103583	5557	INN	guanethidine
99337	5587	NAME	thiosulfuric acid
89631	5613	INN	haloperidol
1001740	5672	NAME	heptan-2-one
107650	5683	INN	hetacillin
880498	5693	INN	hexachlorophene
1014783	5697	NAME	palmitoyl-[acyl-carrier protein] (OLD)
832328	5739	INN	histrelin
912976	5768	NAME	(1E,4E,8E)-alpha-humulene
813428	5775	INN	hydralazine
897012	5778	INN	hydrochlorothiazide
104914	5779	INN	hydrocodone
1009646	5784	INN	hydroflumethiazide
104154	5790	INN	hydromorphone
866807	5801	INN	hydroxychloroquine
43646	5816	INN	hydroxycarbamide
99555	5818	INN	hydroxyzine
104015	5862	INN	idazoxan
684194	5864	INN	ifosfamide
90255	5959	INN	irbesartan
99066	6015	INN	isoflurane
1017930	6030	NAME	isoniazid
101205	6061	INN	isosorbide dinitrate
101256	6062	INN	isosorbide mononitrate
102816	6067	INN	isotretinoin
834088	6078	INN	ivermectin
816522	6121	INN	ketamine
90777	6123	INN	ketanserin
62235	6126	INN	ketoconazole
871133	6129	INN	ketorolac
998302	6133	INN	khellin
816391	6149	INN	levobupivacaine
896158	6178	NAME	L-arabinofuranose
828196	6331	NAME	erythro-4-hydroxy-L-glutamate
813202	6339	INN	etoricoxib
689586	6359	INN	lactulose
819254	6367	INN	lamotrigine
857694	6384	INN	latanoprost
857634	6402	INN	leflunomide
102799	6413	INN	letrozole
880899	6432	INN	levamisole
834514	6437	INN	levetiracetam
854387	6438	INN	levobunololum
99259	6441	INN	levacetylmethadol
102344	6446	INN	levothyroxine sodium
885698	6472	INN	lincomycin
881089	6520	INN	lomustine
754767	6530	NAME	longifolene
683709	6532	INN	loperamide
90232	6541	INN	losartan
834105	6550	INN	lavoltidine
828828	6570	NAME	lupeol
974906	6641	NAME	magnoflorine
93230	6695	NAME	(7S)-marmesin
893466	6701	INN	maitansine
871243	6710	INN	meclofenamic acid
1017055	6714	NAME	(+)-medicarpin
102669	6715	INN	medroxyprogesterone
871336	6717	INN	mefenamic acid
871387	6741	INN	meloxicam
897789	6746	NAME	menadiol
754768	6750	NAME	(R)-menthofuran
1010144	6757	INN	mephenytoin
867606	6758	INN	methylphenobarbital
688464	6759	INN	mepivacaine
101858	6770	INN	Meronem
91938	6775	INN	mesalazine
817373	6780	INN	mesoridazine
102574	6784	INN	mestranol
101152	6794	INN	metaraminol
831824	6805	INN	metacycline
99302	6807	INN	methadone
861196	6809	INN	metamfetamine
998317	6821	INN	methaqualone
69905	6824	INN	methenamine
107682	6827	INN	meticillin
101862	6828	INN	thiamazole
881940	6832	INN	methocarbamol
103442	6838	INN	levomepromazine
886962	6843	INN	methoxyflurane
866556	6863	INN	semustine
88023	6872	INN	methylthioninium chloride
897818	6877	NAME	trans-isomethyleugenol
106858	6887	INN	methylphenidate
100399	6888	INN	methylprednisolone
103884	6893	INN	methysergide
816257	6897	INN	metipranolol
886198	6908	INN	metrifonate
101906	6909	INN	metronidazole
834024	6912	INN	metirosine
817432	6916	INN	mexiletine
107699	6919	INN	mezlocillin
1013654	6931	INN	midazolam
105434	6933	INN	midodrine
101966	6934	INN	mifepristone
100939	6938	INN	milrinone
886067	6942	INN	minoxidil
102206	6955	INN	mitoxantrone
103073	6970	INN	mometasone
93292	6992	INN	montelukast
817415	6997	INN	moracizine
886583	7025	INN	mupirocin
854792	7071	INN	diethyltoluamide
754770	7386	NAME	4-acetamidobutanal
871482	7443	INN	nabumetone
69258	7444	INN	nadolol
107111	7447	INN	nafcillin
882663	7449	INN	nafenopin
895829	7451	INN	naftifine
104729	7454	INN	nalbuphine
102667	7459	INN	naloxone
104710	7465	INN	naltrexone
912223	7466	NAME	17beta-hydroxyestr-4-en-3-one
718409	7476	INN	naproxen
104907	7478	INN	naratriptan
103819	7492	INN	nedocromil
105298	7494	INN	nefazodone
886976	7496	INN	nelfinavir
887012	7497	INN	nelfinavir mesylate
98917	7565	INN	nifedipine
835511	7570	NAME	nigerose
103268	7573	INN	nilutamide
833943	7575	INN	nimodipine
877191	7577	INN	nisoldipine
882918	7581	INN	nitrazepam
867098	7582	INN	nitrendipine
886202	7601	INN	nizatidine
1015992	7610	NAME	(2E,6Z)-nona-2,6-dienal
99902	7627	INN	norethisterone
961093	7640	INN	nortriptyline
754772	7725	NAME	octanoyl-[acyl-carrier protein]
598053	7731	INN	ofloxacin
880739	7731	INN	ofloxacin
1004233	7747	NAME	oleuropein
11808	7753	INN	rutamycin
833009	7770	INN	olsalazine
99970	7772	INN	omeprazole
1006904	7775	NAME	ononin
816714	7789	INN	orphenadrine
108827	7798	INN	oseltamivir
885621	7819	INN	oxamniquine
103383	7820	INN	oxandrolone
867014	7822	INN	oxaprozin
832582	7824	INN	oxcarbazepine
882967	7825	INN	oxiconazole
689780	7847	INN	oxmetidine
105514	7852	INN	oxycodone
105163	7856	INN	oxybutynin
883083	7862	INN	oxymetazoline
883085	7862	INN	oxymetazoline
878662	7864	INN	oxymetholone
99594	7872	INN	oxytocin
815092	7896	NAME	hexadecanoate
821351	7908	INN	pancuronium bromide
99958	7915	INN	pantoprazole
102916	7931	INN	paricalcitol
837408	7934	INN	paromomycin
823905	7940	NAME	patchoulol
878711	7953	INN	pemoline
814181	7956	INN	penciclovir
103178	7959	INN	penicillamine
884073	8024	INN	perindopril
104766	8028	INN	perphenazine
93169	8050	INN	phenacetin
1017944	8050	NAME	N-(4-ethoxyphenyl)acetamide
848502	8058	INN	phencyclidine
867044	8064	INN	phenformin
100524	8066	INN	phenindione
89813	8069	INN	phenobarbital
89793	8070	INN	phenobarbital sodium
100924	8080	INN	phentermine
867030	8081	INN	phentolamine
905551	8082	NAME	phenyl acetate
100963	8093	INN	phenylephrine
996125	8100	NAME	3-phenyllactate
1009804	8104	INN	phenylpropanolamine
964439	8107	INN	phenytoin
975007	8113	NAME	phlorizin
754773	8191	NAME	all-trans-phytoene
893741	8210	NAME	pimara-8(14),15-diene
90815	8212	INN	pimozide
90906	8214	INN	pindolol
99171	8228	INN	pioglitazone
108884	8232	INN	piperacillin
1010207	8242	INN	pipobroman
100420	8247	INN	pirenzepine
108146	8249	INN	piroxicam
850744	8250	NAME	(+)-pisatin
106538	8255	INN	pivampicillin
1006790	8298	NAME	[(3R)-hydroxybutanoate]n
99819	8354	INN	pralidoxime
104440	8356	INN	pramipexole
105487	8364	INN	prazosin
856765	8378	INN	prednisolone
856767	8382	INN	prednisone
756188	8405	INN	primaquine
897387	8412	INN	primidone
848514	8426	INN	probenecid
867055	8427	INN	probucol
101320	8428	INN	procainamide
107970	8430	INN	procaine
103896	8435	INN	prochlorperazine
104423	8448	INN	procyclidine
108281	8452	INN	proflavine
598027	8455	INN	proguanil
103458	8461	INN	promethazine
843281	8499	INN	propranolol
827725	8502	INN	propylthiouracil
897770	8588	NAME	protodioscin
89590	8614	INN	psilocybine
832991	8630	NAME	pterostilbene
886705	8654	INN	pyrantel
688641	8673	INN	pyrimethamine
103485	8707	INN	quetiapine
93398	8713	INN	quinapril
102448	8716	INN	quinestrol
93473	8768	INN	rabeprazole
102300	8772	INN	raloxifene
882006	8774	INN	ramipril
100435	8776	INN	ranitidine
816700	8802	INN	remifentanil
90855	8871	INN	risperidone
836025	8874	INN	rivastigmine
597612	8885	INN	rocuronium bromide
856133	8887	INN	rofecoxib
104113	8888	INN	ropinirole
816627	8890	INN	ropivacaine
834625	9011	INN	salmeterol
871593	9014	INN	salsalate
754774	9036	NAME	sarpagine
754775	9053	NAME	sclareol
816689	9073	INN	secobarbital
99704	9086	INN	selegiline
99727	9087	INN	selegiline hydrochloride
90868	9122	INN	sertindole
835347	9123	INN	sertraline
597000	9130	INN	Sevoflurane
688743	9139	INN	sildenafil
855077	9144	INN	silibinin
103312	9150	INN	simvastatin
100441	9168	INN	sirolimus
1017488	9171	NAME	skatole
831169	9192	NAME	solavetivone
831166	9209	NAME	soyasapogenol B
881059	9215	INN	spectinomycin
90918	9233	INN	spiperone
878737	9249	INN	stanozolol
756400	9287	INN	rufocromomycin
774086	9288	INN	streptozocin
818286	9316	INN	sufentanil
818288	9316	INN	sufentanilum
106567	9321	INN	sulbactam
108899	9322	INN	sulbenicillin
883390	9325	INN	sulconazole
839854	9328	INN	sulfadiazine
99644	9329	INN	sulfadoxine
100791	9331	INN	sulfamethizole
689455	9334	INN	sulfasalazine
598518	9337	INN	sulfathiazole
824900	9349	NAME	dimethyl sulfone
103387	9352	INN	sulindac
756181	9362	INN	suprofen
839787	9367	INN	tridolgosir
1012642	9380	NAME	4-O-(beta-D-glucosyl)-trans-4-sinapoyl alcohol
91351	9398	INN	tamsulosin
825869	9402	NAME	taraxerol
902841	9421	INN	tazobactam
90265	9434	INN	telmisartan
105326	9445	INN	terazosin
882530	9448	INN	terbinafine
855153	9449	INN	terbutaline
894531	9451	INN	terconazole
754777	9457	NAME	terpinolene
834447	9467	INN	tetrabenazine
688501	9468	INN	tetracaine
893465	9470	NAME	tetracenomycin C
831165	9493	NAME	tetrahymanol
827423	9495	INN	thiram
823559	9513	INN	thalidomide
103427	9544	INN	thiethylperazine
902623	9546	INN	thiomersal
853932	9555	INN	tioguanine
1008069	9555	NAME	6-thioguanine
821033	9561	INN	thiopental sodium
90943	9566	INN	thioridazine
903915	9586	INN	tiagabine
106670	9587	INN	ticarcillin
100510	9588	INN	ticlopidine
882518	9590	INN	tienilic acid
883714	9604	INN	tioconazole
688531	9611	INN	tocainide
878787	9613	INN	tolazamide
887372	9620	INN	tolnaftate
104933	9622	INN	tolterodine
103395	9635	INN	toremifene
882508	9637	INN	torasemide
830453	9638	NAME	torulene
868898	9648	INN	tramadol
964015	9652	INN	tranylcypromine
882343	9661	INN	triacetin
971497	9661	NAME	triacetin
858278	9667	INN	triamcinolone
998367	9671	INN	triamterene
998372	9683	INN	trichlormethiazide
104512	9704	INN	tridihexethyl iodide
684374	9729	INN	trimetaphan camsilate
597529	9750	INN	octoxinol
882293	9763	INN	trovafloxacin
61519	9926	INN	valproic acid
90222	9927	INN	valsartan
597605	9940	INN	vecuronium bromide
104406	9943	INN	venlafaxine
114573	9948	INN	verapamil
959318	9973	NAME	vibriobactin
683082	10023	INN	voriconazole
817429	10023	INN	voriconazole
100525	10033	INN	warfarin
90672	10056	INN	xanomeline
89558	10100	INN	zafirlukast
683097	10101	INN	zalcitabine
683104	10102	INN	zaleplon
101805	10104	INN	zanamivir
683108	10110	INN	zidovudine
838750	10112	INN	zileuton
822276	10115	NAME	alpha-zingiberene
683120	10119	INN	ziprasidone
89552	10124	INN	zolmitriptan
683124	10125	INN	zolpidem
683138	10127	INN	zonisamide
828604	10213	NAME	alpha-amyrin
828880	10216	NAME	(-)-alpha-cedrene
847047	10221	NAME	alpha-copaene
831142	10223	NAME	alpha-cryptoxanthin
831144	10278	NAME	alpha-eudesmol
831145	10280	NAME	(3E,6E)-alpha-farnesene
754778	10329	NAME	alpha-ribazole
835534	10334	NAME	alpha-terpinene
831147	10352	NAME	beta-amyrin
831148	10357	NAME	(-)-beta-caryophyllene
831149	10362	NAME	beta-cryptoxanthin
832978	10363	NAME	beta-cubebene
831150	10417	NAME	beta-eudesmol
831151	10418	NAME	(E)-beta-farnesene
828882	10440	NAME	(-)-beta-santalene
831160	10443	NAME	(+)-beta-selinene
755949	10545	NAME	e(-)
1008503	10576	NAME	(3R,4S,5S,6R)-pentachlorocyclohexene
835533	10577	NAME	gamma-terpinene
66878	10583	NAME	kappa-carrageenans
871982	10642	NAME	scyllo-inositol
89548	10650	INN	sumatriptan
16340	10761	NAME	(2R,3R)-dihydrokaempferol
16361	10782	NAME	(4S)-perillyl alcohol
754779	10790	NAME	methylenediurea
16381	10802	NAME	(1,3-beta-D-glucosyl)n
16388	10809	NAME	(1,4-alpha-D-glucosyl)n
16391	10812	NAME	(1,4-beta-D-glucosyl)n
16393	10814	NAME	(1,4-beta-D-xylan)n
16397	10818	NAME	(1,6-alpha-D-glucosyl)n
16423	10844	NAME	(2,1-beta-D-fructosyl)n
16438	10859	NAME	(2R)-O-phospho-3-sulfolactic acid
16440	10861	NAME	(2R,3S)-3-phenylcyclohexa-3,5-diene-1,2-diol
16481	10902	NAME	(4S,5S)-4,5-dihydroxy-2,6-dioxohexanoic acid
16504	10925	NAME	(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate
16532	10953	NAME	(E)-4-hydroxyphenylacetaldehyde oxime
16540	10961	NAME	(2R,3R)-tartrate
16544	10965	NAME	(R)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate
16558	10979	NAME	(3R)-hydroxybutanoate dimer
754781	10980	NAME	(2R)-2-hydroxy-3-(4-hydroxyphenyl)propanoate
754782	10983	NAME	(R)-3-hydroxybutanoate
754783	10986	NAME	(R)-4'-phosphopantothenate
16567	10988	NAME	(R)-4-dehydropantoic acid
16588	11009	NAME	(R)-3-phenyllactate
16607	11028	NAME	(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinic acid
16610	11031	NAME	(S)-2-hydroxy acid
16612	11033	NAME	(S)-2-acetolactic acid
754784	11047	NAME	(S)-3-hydroxybutanoate
754785	11060	NAME	(S)-carnitine
16655	11076	NAME	(S)-ureidoglycolic acid
16656	11077	NAME	(S,S)-tartrate
16712	11133	NAME	1,2,3,5-tetrahydroxybenzene
16731	11152	NAME	1,2-didecanoylglycerol
16744	11165	NAME	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-N-acylsphing-4-enine
754786	11173	NAME	1,4-dihydroxy-2-naphthoate
16761	11182	NAME	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate
16774	11195	NAME	1-(5-phosphoribosyl)-AMP
16778	11199	NAME	a 1-(beta-D-galactosyl)-2-(2-hydroxyacyl)sphingosine
16786	11207	NAME	1-O-(alk-1-enyl)-sn-glycero-3-phosphocholine
16787	11208	NAME	a 1-O-alkyl-2-acetyl-3-acyl-sn-glycerol
16794	11215	NAME	1-O-alkyl-sn-glycerol
16801	11222	NAME	heteropyrithiamine
16812	11233	NAME	1-O-(alk-1-enyl)-2-O-acyl-sn-glycero-3-phosphocholine
16815	11236	NAME	1-alkenylglycerophosphoethanolamine
16819	11240	NAME	a 1-O-alkyl-2-acetyl-sn-glycerol
16826	11247	NAME	1-O-alkyl-sn-glycero-3-phosphocholine
16838	11259	NAME	1-haloalkane
16842	11263	NAME	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine
16843	11264	NAME	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide
